UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
wj**,만두전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),"한 2인분 되겠거니 했는데... 이 정도면 성인 남성 3명이 먹어도 남을 것 같은데요 ㅋㅋㅋㅋㅋㅋㅋ

아무 생각없이 포장된 거 들었다가 놀랬습니다.",5,5.0,5.0,5.0,2023-05-20 16:25:31,1,0,5042
k0**,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),소짜시켰는데 양도 너무많고 잘먹었어요!,5,5.0,5.0,5.0,2023-05-17 11:47:11,1,0,5042
pn**,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),"솔직히 기대안하고 주문 넣었는데
깔끔한 포장에서부터 마음에 들었습니다
하나하나 정성스럽게 준비하고 챙겨주신 사장님 마음이 느껴져서 기분 좋았어요
버섯전골 비쥬얼, 맛도 나무랄대없이 좋았고 엄청푸짐해서 해장하려다 소주다시 깐건 안비밀 입니다  이 집 전 강추합니다",5,5.0,5.0,5.0,2023-05-15 14:31:15,1,0,5042
in**,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),세 명이서 잘 먹었습니다. 국물 맛 좋아요 ㅎㅎ,5,5.0,5.0,5.0,2023-05-09 15:23:05,1,0,5042
lo**,"버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),당면사리/1","일단.... (소)짜리라고 무시하면 큰코다칩니다.
사장님 손크기가 솥뚜껑만합니다.
소+당면사리+떡사리(리뷰이벤트) 시켰더니 어떻게 조리해야할지 감도안옵니다. 전골용냄비 꺼냈으나 라면 4~5개도 거뜬했던 냄비도 어림없습니다.두명이서 먹다지쳐 볶음밥은 커녕 라면사리도 포기했습니다.. 과장은 1도 없고 대략 소+사리 시키면 건장한남성둘이 소주 5병 훌훌들어갈듯합니다...

맛있게 잘먹었습니다 큰손사장님~ 번창하세요~",5,5.0,5.0,5.0,2023-05-06 14:37:16,1,0,5042
tp**,버섯전골（대）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),양 진짜 많아요 다양하게 잘 들어있고요 맛있습니다 다만 좀 싱거워서 짜게드시는 분은 간 더 해서 드셔요~,5,4.0,5.0,5.0,2023-04-30 19:52:10,1,1,5042
wj**,"만두전골（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),햄사리 추가/1",양도 많고 맛있어요,5,5.0,5.0,5.0,2023-04-19 17:25:47,1,0,5042
ss**,"버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),김치만두사리（왕만두2개）/1",양이 정말 많아요 리뷰이벤트로 당면사리 받았는데 정말 많네요 4인분 정도 되는 거 같아요 국물 맛도 좋아요,5,5.0,5.0,5.0,2023-04-09 19:54:06,1,0,5042
dn**,"만두전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),전골용 소고기사리/1,김치만두사리（왕만두2개）/1",양은 진짜 많네요 국물이나 이런건 갠차는데 만두질좀 올리면 좋을듯요 콩나물 두부도빼고..,4,3.0,5.0,4.0,2022-10-21 20:10:19,1,1,5042
hj**,부대찌개（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),"음...양은 푸짐해요
맛도 평타는 합니다
근데 햄중에 네모난 햄이 문제네요
비엔나햄은 맛있는데 네모난햄은 오래된거 썼는지 색깔도 진한 갈색에 가깝게 변질됐고 혹시 몰라 끓여 먹어보니 역시 누린네가 확 나서 햄 다 버렸습니다
햄이 생명인데 바꾸셔야 될듯요...",3,3.0,5.0,5.0,2022-10-16 14:03:21,0,1,5042
op**,만두전골（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),맛나요 양도 많고요 굳굳굳,5,5.0,5.0,5.0,2022-10-06 13:32:25,1,0,5042
da**,부대찌개（대）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),부대찌개 국물도 깊고 토핑도 많아요 추천추천,5,5.0,5.0,5.0,2022-09-25 16:25:43,0,1,5042
손님,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),감사합니다 잘먹겠습니다,5,5.0,5.0,5.0,2022-09-15 22:19:34,0,1,5042
wq**,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),"인덕션 걱정했는데 전혀 문제없고, 육수 양념 건더기 많고 넉넉히 주셔서 진짜 맛있게 먹었습니다. 다음에 또 주문할게요 많이 파세요",5,5.0,5.0,5.0,2022-08-02 19:00:49,1,0,5042
az**,,"와.. 푸짐푸짐하고 구성도 짱이고 라면사리도 주시는데, 여러분들 칼국수면 따로 사서 넣어 드세요 짱맛있습니다!! 잘먹었습니다! 다음에 또 주문하겠습니당😆",5,5.0,5.0,5.0,2022-06-06 12:48:00,1,0,5042
qw**,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),맛잇습니다 감사핮이다,5,5.0,5.0,5.0,2022-05-26 20:45:48,0,1,5042
sk**,버섯전골（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),충분한양 합리적인 가격 . ㅈ잘먹었습니다,5,5.0,5.0,5.0,2022-05-01 20:11:29,0,1,5042
qw**,만두전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),양도 많고 맛있네요 배달도 빨리오고 좋았어요,5,5.0,5.0,5.0,2022-03-19 18:43:45,1,0,5042
ls**,만두전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),맛도있고 양도 많이 주고 배달도 총알이네요,5,5.0,5.0,5.0,2021-03-20 19:32:57,0,1,5042
ck**,버섯전골（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),"가족들이 모여서 밥먹으려고 부랴부랴 주문했는데
너무 맛있게 잘먹었습니다 ㅎㅎ 따로 추가 양념이나 재료 넣을 필요없이
완전 푸짐하고 간도 딱이었어요 ^^",5,5.0,5.0,5.0,2021-01-09 20:28:36,0,1,5042
ma**,부대찌개（중）/1(조리 선택(조리（당면사리는 제외되며 음식점에서 끓여서 바로 드실 수 있게 포장되어 배송）)),"양도 푸짐 하고 맛도 좋았어요.

밥한공기로 둘이 나눠 먹는데..
남편은 국물만 먹고 저는 계속 먹고 있었는데..
찌개에서 모기가 둥둥 떠다녔음..
바퀴벌래 다리 인가 싶어서 물부어보니 모기네요.
입맛도 뚝떨어지고 비위상하고.
이거 먹고탈나는거아닌가싶고..
돈아깝고..짜증나고..음식아깝고..
하..승질나네...",1,5.0,5.0,5.0,2020-06-29 23:31:30,1,1,5042
di**,부대찌개（중）/1(조리 선택(조리（당면사리는 제외되며 음식점에서 끓여서 바로 드실 수 있게 포장되어 배송）)),너무너무잘먹었습니다,5,5.0,5.0,5.0,2020-05-24 17:33:18,1,0,5042
dm**,버섯전골（소）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),최고에요! 확실히 조리전에 찍어야예쁜데ㅜㅜ 담에는 예쁘게 찍을게요 모양은 그렇지만 맛나유!,5,5.0,5.0,5.0,2020-04-29 01:26:34,1,0,5042
sh**,부대찌개（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),초인종 소리를 못들어서 못 받을뻔 했네요. 배달하시는 분께 죄송해요. 부대찌개는 양도 많고 맛도 있고 항상 이곳에서만 시켜먹고 있습니다.,5,5.0,5.0,4.0,2020-03-31 19:25:00,0,1,5042
kk**,"부대찌개（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),당면사리/1",양이 너무 많음 ㅎㅎ,5,5.0,5.0,5.0,2020-03-07 22:25:32,0,1,5042
손님,부대찌개（중）/1(조리 선택(조리（당면사리는 제외되며 음식점에서 끓여서 바로 드실 수 있게 포장되어 배송）)),"좀 짠거 빼고는 괜찮아요
물을 넣으니 이틀정도 먹네요",4,4.0,5.0,5.0,2020-01-09 15:40:34,0,1,5042
lo**,"부대찌개（중）/1(조리 선택(조리（당면사리는 제외되며 음식점에서 끓여서 바로 드실 수 있게 포장되어 배송）)),공기밥/2,셀프알주먹밥/1","너무 싱겁고 맛이 하나도 없습니다 다 남기고 버렸어요
실망합니다",1,1.0,1.0,3.0,2020-01-09 01:02:07,1,1,5042
손님,부대찌개（중）/1(조리 선택(조리（당면사리는 제외되며 음식점에서 끓여서 바로 드실 수 있게 포장되어 배송）)),조금싱거워요 뭔가 육수가싱거운느낌..,3,3.0,5.0,5.0,2020-01-05 17:21:15,0,1,5042
ck**,부대찌개（중）/1(조리 선택(조리（당면사리는 제외되며 음식점에서 끓여서 바로 드실 수 있게 포장되어 배송）)),맛있게 잘 먹었습니다,5,5.0,5.0,5.0,2019-11-11 13:43:38,0,1,5042
di**,"부대찌개（중）/1(조리 선택(비조리（일회용 조리가 가능한 냄비＋육수＋양념장제공）)),당면사리/1",처음시켰는데 맛있네요,5,5.0,5.0,5.0,2019-10-30 14:57:13,1,0,5042
