UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
ki**,"[1인] 돼지 묵은지 짜글이/1([변경] 공기밥 업그레이드 추가선택(계란비밥 1개 변경),[단짝친구] 사리 추가선택(두부사리 추가))",믿고먹습니다! 맛있습니다😀,5,5,5,5.0,2023-05-22 18:24:25,1,0,435422
so**,"[1＋＋투뿔]숙성고기＋비빔면（Feat.껍데기）/1(고기 선택(목살,삼겹살))","너무 배부르네요
비빔면 양이 적은건줄 알았는데 원래 비빔면보다 1.5배는 많은거 같아요 ㅋㅋㅋ 양념도 매콤새콤하니 맛있네요",5,5,5,5.0,2023-05-21 20:08:50,1,0,435422
no**,"[1＋＋투뿔] 삼겹살／목살（Feat.껍데기）/1(고기 선택(목살),구이맛 선택(소금구이),추가 선택 1(김치찌개 추가))","양은 좀 줄은것...같지만..
물가가ㅜ다 올랐으니...
같은 가격에 맛있게 먹었습니다",5,5,5,0.0,2023-05-09 18:20:27,1,1,435422
11**,"[1＋＋투뿔] 삼겹살／목살（Feat.껍데기）/1(고기 선택(삼겹살),구이맛 선택(소금구이),사리 추가선택(구운양파대파 추가),사리 추가선택(구운떡사리 추가))",아주 맛있습니다ㅋㅋ,5,5,5,5.0,2023-05-06 16:55:29,0,1,435422
te**,[1인] 돼지 묵은지 짜글이/1([단짝친구] 사리 추가선택(라면사리 추가)),첫주문인데 잘먹었습니다,4,4,5,5.0,2023-05-03 16:11:57,0,1,435422
11**,[1인] 삼겹 묵은지 짜글이/1([찰떡궁합] 사이드메뉴 추가선택(계란말이 추가)),언제나 시켜먹는 곳,5,5,5,5.0,2023-04-23 15:56:06,0,1,435422
kh**,"[1＋＋투뿔] 항정살／갈매기살（Feat.껍데기）/1(고기 선택(갈매기살,항정살),구이맛 선택(소금구이),추가 선택 2(공기밥1개 추가))",맛있어요~잘 먹었습니다^^,5,5,5,0.0,2023-04-20 11:16:45,1,1,435422
ch**,[1인] 삼겹 묵은지 짜글이/1([변경] 공기밥 업그레이드 추가선택(계란비밥 1개 변경)),고기가 많이 들어있어서 속이 든든하네요,5,5,5,5.0,2023-04-14 16:13:05,1,0,435422
rl**,"[1＋＋투뿔] 항정살／갈매기살（Feat.껍데기）/1(고기 선택(갈매기살),구이맛 선택(소금구이)),[1＋＋투뿔] 항정살／갈매기살（Feat.껍데기）/1(고기 선택(갈매기살),구이맛 선택(고추장 구이)),[1＋＋투뿔] 돼지불고기（Feat.껍데기）/1(메뉴 선택(300g)),새콤달콤비빔면/2,계란말이/1,떡갈비1P/4",양 좋아용 맛도 있네용,5,5,5,5.0,2023-04-09 17:43:35,0,1,435422
mo**,[1인] 돼지 묵은지 짜글이/1([찰떡궁합] 사이드메뉴 추가선택(공기밥1개 추가)),너무 맛있게 잘 먹었습니다,5,5,5,5.0,2023-04-06 11:04:36,0,1,435422
11**,[1인] 삼겹 묵은지 짜글이/1([사이즈업] 고기 추가선택(삼겹살 200g 추가)),아주 맛있습니다 추천,5,5,5,5.0,2023-04-04 17:09:08,0,1,435422
kh**,"[1＋＋투뿔] 항정살／갈매기살（Feat.껍데기）/1(고기 선택(갈매기살,항정살),구이맛 선택(소금구이),특제소스 추가선택(100% 참기름장 추가))",잘먹었습니다~~^^,5,5,5,0.0,2023-03-17 08:55:22,1,1,435422
dj**,"[1＋＋투뿔] 항정살／갈매기살（Feat.껍데기）/1(고기 선택(갈매기살,항정살),구이맛 선택(소금구이),추가 선택 2(공기밥1개 추가))",맛맀었는데 좀 탄부분이 있어서 아쉬웠어요ㅠㅠ,5,5,5,5.0,2023-03-09 18:58:43,1,0,435422
