UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
ap**,"추풍령감자탕/1(사이즈선택(小),서비스 선택(쿨피스（450ml）),안 받을래요（빼주세요）(수저,포크（빼주세요）))","맛잇었습니다. 다 먹고 쓰느라 사진 찍기가 좀 그렇내요.
가격도 좋도 양도 좋습니다. 앞으로 감자탕은 여기로 ㅎㅎ",5,5.0,5.0,5.0,2023-05-15 23:46:13,0,1,9444
id**,"김치감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개))","우거지를 시킨다는게 김치를 시켰네요 ㅜ
그래도 너무 맛있게 잘 먹었습니다
양이 어마무시하네요 
감사히 잘먹었습니다",5,5.0,5.0,5.0,2023-05-15 20:45:13,0,1,9444
rh**,"추풍령감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개))","저번에 한번 시켜먹고 너무 맛있어서 또 시켰어요!!
이번에도 야무지게 잘 먹었습니다 ㅎㅎㅎㅎ",5,5.0,5.0,5.0,2023-04-04 23:43:43,1,0,9444
al**,"추풍령감자탕/1(사이즈선택(小),우거지 추가선택(우거지 추가),서비스 선택(쿨피스（450ml）))",음.. 너무 싱겁다고 해야하나 밍밍해ㅛ음 감자탕 맛도 안느껴지고,3,2.0,2.0,2.0,2023-03-24 18:40:18,1,1,9444
dp**,"추풍령감자탕/1(사이즈선택(中),서비스 선택(공기밥 2개))","맛이 있긴한데 뭔가 아쉬워요~~
깊은맛이 덜해서 국물을 더 쫄여서 먹어야해요
들깨가루 추가로 주면 좋겠어요~
맛있어요! 깍두기도 맛있구요
깔끔한거 좋아하시는분 추천요",5,5.0,5.0,5.0,2023-03-12 23:03:19,1,0,9444
su**,"추풍령감자탕/1(사이즈선택(中),서비스 선택(공기밥 2개))",양도 푸짐하고 맛도 좋았습니다,5,5.0,5.0,5.0,2023-03-11 21:28:30,0,1,9444
kq**,"추풍령감자탕/1(사이즈선택(中),서비스 선택(공기밥 2개),안 받을래요（빼주세요）(수저,포크（빼주세요）))","양도 푸짐하고  맛 
있게 잘 먹었어요♡",5,5.0,5.0,5.0,2023-03-11 18:31:47,1,0,9444
gu**,"추풍령감자탕/1(사이즈선택(中),서비스 선택(공기밥 2개))",넘나맛있었어오~~!좀 더 푹 익힌고기면 더좋을거같아용~!그래도 맛낫숩니당,5,5.0,5.0,5.0,2023-03-04 22:39:16,1,0,9444
ko**,"추풍령감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개),음료수 추가선택(스프라이트（500ml） 추가))",맛있네요. 팽이버섯이좀더. 많았으면.  추가에. 넣어있어도좋구요.,5,5.0,5.0,5.0,2023-02-27 18:57:03,1,0,9444
ww**,"추풍령감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개),안 받을래요（빼주세요）(수저,포크（빼주세요）),사리 추가선택(계란 2개 추가))",양도 맛도 최고! 맛있게 잘먹었습니다!,5,5.0,5.0,5.0,2023-02-18 20:54:55,1,0,9444
mu**,"추풍령감자탕/1(사이즈선택(中),서비스 선택(쿨피스（450ml）))",많이 안매워서 좋아요. 계란찜도 부드럽고 감자탕도 맛있어요,5,5.0,5.0,5.0,2023-02-18 16:48:52,1,0,9444
de**,"추풍령감자탕/1(사이즈선택(大),서비스 선택(쿨피스（450ml）))",양많고맛있어욤~~~^^,5,5.0,5.0,5.0,2023-01-24 21:13:31,0,1,9444
ja**,"김치감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개),음료수 추가선택(쿨피스（450ml） 추가))",귀국후에 감자탕이 먹고싶어 기대하며 주문했는데 뼈에 살도 잘안발라지고 김치탕같은맛에 아쉬움이 컸지만 별점은 후하게 3개 드렸습니다..,4,3.0,3.0,3.0,2023-01-07 23:07:52,1,1,9444
mi**,"추풍령감자탕/1(사이즈선택(小),서비스 선택(스프라이트（500ml）),안 받을래요（빼주세요）(수저,포크（빼주세요）))","와우 감자탕 맛집 발견했어요~
양도 푸짐하고 맛도 너무 맛있었어요.
시레기도 질기지 않고 많이 주시고 
국물도 너무 시원하고 진짜 너무 
맛있게 먹었습니다.
다음에도 또 시킬게요.
번창하세요~👍🤗",5,5.0,5.0,5.0,2022-12-29 15:45:05,1,0,9444
hj**,"추풍령감자탕/1(사이즈선택(中),서비스 선택(공기밥 2개),사리 추가선택(누룽지탕 추가),사리 추가선택(넙적당면 추가))",맛있어요~배달도 빠르고 👌 좋아요~,5,4.0,4.0,5.0,2022-12-11 18:31:13,0,1,9444
yu**,"김치감자탕/1(사이즈선택(中),서비스 선택(쿨피스（450ml）))",맛있게 잘먹었습니다.,5,5.0,5.0,5.0,2022-11-20 20:12:40,1,0,9444
im**,"추풍령감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개))",간은 적절하고 다 끓여 소주 한 잔 최고! 다음날 밥 볶아 먹어도 좋아요,5,5.0,5.0,5.0,2022-11-18 20:08:38,0,1,9444
sk**,"김치감자탕/1(사이즈선택(小),서비스 선택(공기밥 2개),안 받을래요（빼주세요）(깍두기（빼주세요）),공기밥 ／ 주먹밥 추가선택(공기밥),음료수 추가선택(스프라이트（500ml） 추가)),감자（4조각）추가/1",맛있어요 고기가 진짜 많네요,5,5.0,5.0,5.0,2022-11-16 17:40:42,1,0,9444
ha**,추풍령감자탕/1(사이즈선택(小)),집이랑 멀어서 늦은 시간에 못 시키는 게 슬프지만 그래도 제 최고 감자탕 맛집입니다 b,5,5.0,5.0,5.0,2022-10-24 21:30:40,1,0,9444
im**,"추풍령감자탕/1(사이즈선택(大)),공기밥/4",너무 맛있어요!양도 진짜 많아요,5,5.0,5.0,5.0,2022-10-06 14:18:34,1,0,9444
ga**,추풍령감자탕/1(사이즈선택(中)),ㅅㅎㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,5,5.0,5.0,5.0,2022-10-04 13:49:44,1,0,9444
wo**,추풍령감자탕/1(사이즈선택(大)),"맛있게 잘먹었습니다 
너무 감사합니다",5,5.0,5.0,5.0,2022-09-22 17:34:25,0,1,9444
im**,"추풍령감자탕/1(사이즈선택(中)),공기밥/2",너무 맛있어요!!!! 재주문의사 100퍼입니닿ㅎ,5,5.0,5.0,5.0,2022-09-03 12:02:50,0,1,9444
du**,추풍령감자탕/1(사이즈선택(大)),맛있게 잘 먹었어요~ 다음에 또 주문할께요~~,5,5.0,5.0,5.0,2022-08-22 14:46:30,1,0,9444
eu**,추풍령감자탕/1(사이즈선택(小)),"양도 완전 많고 맛있어요!!
잘먹었습니당!",5,5.0,5.0,5.0,2022-08-21 13:11:40,1,0,9444
