UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
yo**,"1. 응세트  /1(맛 선택(부상맛（신라면정도）),단무지 선택(단무지 O),세트메뉴 선택(응급실 국물 오뎅),주먹밥선택(날치알주먹밥))",와 양이 일단 많아요 2명에서 먹어도 많아서 든든하게 먹을 수 있었아요!!,5,5,5,5.0,2023-05-22 22:20:19,1,0,269591
he**,"응급실국물떡볶이/1(맛 선택(부상맛（신라면정도）),단무지 선택(단무지 O),토핑 추가선택(치즈 추가))","이사와서 전농점 처음 시켜봤는데 넘 맛있네요
포장도 깔끔하고 좋아요❤️",5,5,5,5.0,2023-05-21 00:44:35,1,0,269591
yu**,"1. 응세트  /1(맛 선택(부상맛（신라면정도）),단무지 선택(단무지 O),세트메뉴 선택(응급실국물반반떡볶이),주먹밥선택(날치알주먹밥)),응급실로제떡볶이/1(맛 선택(부상플러스（부상맛과 중상맛 사이）),단무지 선택(단무지 O),토핑필수선택1(고구마떡4p),토핑필수선택2(메추리알6p)),순대/1","포장 뜯자마자 아이들이 달려들어서 사진을 제대로 못찍었네요.
그만큼 아이들이 제일 좋아하는 떡볶이랍니다ㅎㅎ오늘도 맛있게 자~알 먹었습니다^^",5,5,5,5.0,2023-05-20 20:07:56,1,0,269591
el**,"3. 실세트  /1(맛 선택(부상플러스（부상맛과 중상맛 사이）),단무지 선택(단무지 O),세트메뉴 선택(응급실 국물 오뎅),토핑 추가선택(치즈 추가),주먹밥선택(날치알주먹밥)),체다갈릭 콘감자튀김/1",맛있구 양 많아서 좋아요!,5,5,5,5.0,2023-05-19 19:28:42,0,1,269591
bm**,"3. 실세트  /1(맛 선택(부상플러스（부상맛과 중상맛 사이）),단무지 선택(단무지 O),세트메뉴 선택(응급실 국물 떡볶이),주먹밥선택(날치알주먹밥)),오뎅탕/1,오징어튀김 3개/1,링겔쿨피스 450mL/1",맛있고 양도많고 잘먹었네요~,5,5,5,5.0,2023-05-19 16:34:51,1,0,269591
ar**,"응급실국물떡볶이（1~2인）/1(맛 선택(부상플러스（부상맛과 중상맛 사이）),단무지 선택(단무지 X),토핑필수선택1(물만두6p),토핑필수선택2(비엔나소시지 6p),치즈추가선택(치즈1개추가),토핑추가 선택 2(쫄면)),링겔쿨피스 450mL/1",맛있어여 담에 또 시켜 먹을게여,5,5,5,5.0,2023-05-19 13:15:16,0,1,269591
sa**,"응급실국물오뎅/1(맛 선택(부상맛（신라면정도）),단무지 선택(단무지 O),토핑 추가선택(떡 추가))",떡볶이와 어묵 익은 정도가 같은 응떡중에서도 여기가 제일 나은거같아요! 잘 먹었습니다,5,5,5,5.0,2023-05-19 07:24:32,1,0,269591
sp**,"응급실국물떡볶이（1~2인）/1(맛 선택(부상맛（신라면정도）),단무지 선택(단무지 O),토핑필수선택1(메추리알6p),토핑필수선택2(비엔나소시지 6p),토핑 추가선택(슬라이스 치즈 추가)),오뎅튀김 5개/1,오징어튀김 3개/1",너무 맛있어요~~~~~,5,5,5,5.0,2023-05-17 20:44:42,1,0,269591
kc**,"응급실국물떡볶이/1(맛 선택(중상맛),단무지 선택(단무지 O),토핑 추가선택(비엔나 소세지 추가))",맛있게 잘 먹었습니다!!,5,5,5,5.0,2023-05-16 02:44:33,1,0,269591
01**,"응급실국물떡볶이/1(맛 선택(혼수상태맛),단무지 선택(단무지 O)),오징어튀김 3개/1,모듬튀김（대）/1",치즈를 깜빡하고 안시켰었네요ㅜㅜ그래도 맛있게 잘 먹었습니다,5,5,5,0.0,2023-05-15 02:19:03,1,1,269591
