UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
un**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(쌈싸먹는 쌈무),음료 변경(제로콜라 1.25L 변경))",로제찜닭 처음먹어봤는데 꾸덕하구 양도 꽤 많아서 맛있게 먹었어요,5,5,5,5.0,2023-05-21 23:29:57,1,0,534713
tt**,"까만／빨간 찜닭/1(찜닭 맛선택(까만찜닭),뼈／순살 선택(순살（닭다리살 100%）),매운맛 5단계(1단계（아주순한맛）),당면선택(둥근당면),[단품]사이드추가(납작만두 5개),공기밥(공기밥 3개),찜닭무 선택(사각사각 사각무))","애들도 잘먹고 엄빠도 편해지는 두찜의 마법ㅎㅎ
감사합니다!",5,5,5,5.0,2023-05-21 13:18:05,1,0,534713
so**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),[단품]사이드추가(15cm 왕새우튀김 2개),찜닭무 선택(쌈싸먹는 쌈무))",첨 먹어보는데 너무 신선하고 맛있었습니다. 잘먹었어요,5,5,5,5.0,2023-05-20 14:30:31,1,0,534713
tm**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무))",너무 맛있게 먹었습니다 ^^,5,5,5,5.0,2023-05-17 21:56:44,0,1,534713
4x**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(중국당면 변경),찜닭무 선택(사각사각 사각무))",진짜 생각했던 것보다 너무 맛있었어요 !,5,5,5,5.0,2023-05-17 17:13:02,1,0,534713
ls**,"로제찜닭게티（파스타）/1(찜닭무 선택(사각사각 사각무),음료 변경(제로콜라 1.25L 변경))",맛있게 잘 먹었습니다~,5,5,5,5.0,2023-05-17 02:59:22,1,0,534713
50**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(사각사각 사각무))",양도 적당하고 너무 맛있어요!,5,5,5,5.0,2023-05-16 23:10:30,1,0,534713
pp**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무))",맛있었습니다~!! 첨 먹어보는데 진짜 너무너무 맛나네용 담에 또 시킬게용,5,5,5,5.0,2023-05-16 22:30:58,1,0,534713
ha**,로제찜닭게티（파스타）/1(찜닭무 선택(사각사각 사각무)),맛있게 잘먹었습니다!,5,5,5,5.0,2023-05-16 16:46:39,1,0,534713
ya**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(사각사각 사각무))",맛있어요오오,5,5,5,5.0,2023-05-14 18:23:09,1,0,534713
pa**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무))",맛있게 잘 먹었습니다,5,5,5,5.0,2023-05-14 10:09:20,1,0,534713
ys**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 토핑추가(마라토핑세트（포두부, 푸주, 분모자 각 50g）),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무))","건더기 먹을 땐 그냥 마라 맛만 나는데 국물 떠먹으니깐 로제맛도 많이 나네용 ㅎㅎㅎ 
근데 추가도 했는데 푸주가 찢어진 찌꺼기만 들어있고 원형이 하나도 없었어요 …",5,5,5,5.0,2023-05-13 20:32:44,1,0,534713
su**,"치즈찜닭/1(찜닭 맛선택(까만찜닭),뼈／순살 선택(순살（닭다리살 100%）),매운맛 5단계(2단계（순한맛）),당면선택(납작당면 변경),찜닭무 선택(쌈싸먹는 쌈무),음료 변경(스프라이트 500ml 변경))",진짜 맛있어요. 잘먹었습니다,5,5,5,5.0,2023-05-13 19:10:29,1,0,534713
sm**,"[1~2인] 까만／빨간찜닭 반마리/1(반마리_맛선택(까만찜닭),뼈／순살 선택（반마리）(순살（닭다리살 100%）),매운맛 5단계(3단계（보통맛）),당면선택(둥근당면),[단품]사이드추가(납작만두 5개),찜닭무 선택(사각사각 사각무))",맛있게 잘먹었습니다,5,5,5,5.0,2023-05-13 15:38:53,1,0,534713
gk**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무),음료 변경(제로콜라 1.25L 변경))",맛있게 잘 먹었습니다,5,5,5,5.0,2023-05-13 14:58:48,0,1,534713
bi**,"까만／빨간 찜닭/1(찜닭 맛선택(까만찜닭),뼈／순살 선택(순살（닭다리살 100%）),매운맛 5단계(3단계（보통맛）),당면선택(납작당면 변경),찜닭무 선택(사각사각 사각무),음료 변경(제로콜라 1.25L 변경))",항상 맛있게 먹고있습니다,5,5,5,5.0,2023-05-12 13:32:01,1,0,534713
dn**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),[단품]사이드추가(곰도리꿀떡),찜닭무 선택(사각사각 사각무),음료 변경(제로콜라 1.25L 변경))",맛있게 잘먹었습니다,5,5,5,5.0,2023-05-12 00:48:26,1,0,534713
9y**,"[양구펀치볼] 시래기찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(납작당면 변경),찜닭무 선택(사각사각 사각무),음료 변경(스프라이트 500ml 변경))","와 이거 진짜 
대존맛인정👍👍👍",5,5,5,5.0,2023-05-11 19:00:00,1,0,534713
jr**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(사각사각 사각무))",맛있게 잘 먹었습니다~!,5,5,5,5.0,2023-05-11 12:48:42,1,0,534713
mi**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무))",마라로제 맛있어요!!! 마라 좋아하는 분들도 좋아할 마라 맛이에요,5,5,5,5.0,2023-05-10 15:06:24,1,0,534713
ju**,"[1~2인] 까만／빨간찜닭 반마리/1(반마리_맛선택(까만찜닭),뼈／순살 선택（반마리）(순살（닭다리살 100%）),매운맛 5단계(3단계（보통맛）),당면선택(납작당면 변경),당면추가(우동사리 추가),찜닭무 선택(사각사각 사각무),음료추가(코카콜라 500ml 추가))",너무 잘 먹었어요 짱~~,5,5,5,5.0,2023-05-08 21:29:13,1,0,534713
va**,"묵은지찜닭/1(뼈／순살 선택(뼈),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(사각사각 사각무),음료 변경(스프라이트 500ml 변경))",맛있었어요! 당면도 많고 양이 많았어요!,5,5,5,5.0,2023-05-08 20:40:33,1,0,534713
wh**,"로제찜닭/1(뼈／순살 선택(뼈),매운맛 3단계(보통맛),당면선택(납작당면 변경),당면추가(납작당면 추가),[단품]사리추가(모짜렐라치즈),[단품]사이드추가(납작만두 5개),찜닭무 선택(사각사각 사각무),음료 변경(코카콜라 1.25L 변경))","맛있게 잘먹었습니다.
곰도리떡도 쫄깃쫄깃 맛낫어요.
또 주문할게요^^",5,5,5,5.0,2023-05-08 18:54:49,1,0,534713
sk**,"[1~2인] 까만／빨간찜닭 반마리/1(반마리_맛선택(까만찜닭),뼈／순살 선택（반마리）(순살（닭다리살 100%）),매운맛 5단계(3단계（보통맛）),당면선택(우동사리 변경),찜닭무 선택(사각사각 사각무))",잘먹었습니다 다음에도시킬게용,5,5,5,0.0,2023-05-07 10:56:20,1,1,534713
a0**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),[세트]사이드추가(납작세트（돈까스1, 납작만두5）),[단품]사이드추가(15cm 왕새우튀김 2개),공기밥(공기밥 2개),찜닭무 선택(사각사각 사각무),음료 변경(스프라이트 500ml 변경))",맛있게 잘 먹었습니다,5,5,5,5.0,2023-05-06 10:18:45,1,0,534713
yo**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(사각사각 사각무),음료 변경(스프라이트 500ml 변경))","누룽지가 생각보다 넘 딱딱,,
그리고 넘 짜고 자극적이네요,,
아쉽지만 맛잇게
먹었숩니댱..!",5,5,5,5.0,2023-05-05 19:13:54,1,0,534713
la**,"마라로제찜닭/1(마라로제 매운맛 선택(보통맛),마라로제 당면선택(납작당면 （기본）),찜닭무 선택(쌈싸먹는 쌈무))",생각보다 진짜 마라맛 나서 너무 좋네요 ㅋㅋ 맛있어요,5,5,5,5.0,2023-05-05 17:09:09,1,0,534713
wo**,"[1~2인] 로제찜닭 반마리/1(뼈／순살 선택（반마리）(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(납작당면 변경),찜닭무 선택(사각사각 사각무))",반마리 딱 혼자 배불리 먹기 좋네요!!!,5,5,5,5.0,2023-05-02 12:45:25,1,0,534713
bi**,"까만／빨간 찜닭/1(찜닭 맛선택(까만찜닭),뼈／순살 선택(뼈),매운맛 5단계(3단계（보통맛）),당면선택(납작당면 변경),찜닭무 선택(사각사각 사각무))",처음 시켰는데 또 주문할게요,5,4,4,4.0,2023-05-02 10:04:55,1,1,534713
ds**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(납작당면 변경),[단품]사이드추가(15cm 왕새우튀김 2개),공기밥(공기밥 4개),찜닭무 선택(사각사각 사각무))",로제 찜닭 먹어보고 싶어서 시켰는데 정말 맛있게 잘 먹었습니다 다음에 또 시킬게요~!!,5,5,5,5.0,2023-04-26 13:35:17,0,1,534713
ek**,"[1~2인] 로제찜닭 반마리/1(뼈／순살 선택（반마리）(순살（닭다리살 100%）),매운맛 3단계(매운맛),당면선택(중국당면 변경),찜닭무 선택(쌈싸먹는 쌈무))",잘머것어요 너무 맛있어요,5,5,5,5.0,2023-04-25 20:26:37,1,0,534713
mi**,"[1~2인] 까만／빨간찜닭 반마리/1(반마리_맛선택(까만찜닭),뼈／순살 선택（반마리）(순살（닭다리살 100%）),매운맛 5단계(1단계（아주순한맛）),당면선택(둥근당면),당면추가(둥근당면 추가),찜닭무 선택(사각사각 사각무))",양도 되게 많고 맛있어요!,5,5,5,5.0,2023-04-25 18:34:11,1,0,534713
ch**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(사각사각 사각무))","👍👍👍
완전 맛있어요",5,5,5,5.0,2023-04-23 20:57:02,1,0,534713
li**,"한마리（순살）＋한마리（순살）/1(메뉴1_순살맛선택(까만찜닭（순살）),메뉴1_매운맛선택(2단계（순한맛／ 까만,빨간찜닭만 가능）),메뉴1_당면선택(둥근당면（기본제공／ 닭볶음탕 기본당면 없음）),메뉴2_순살맛선택(빨간찜닭（순살）),메뉴2_매운맛선택(4단계（매운맛）),메뉴2_당면선택(둥근당면（기본제공／ 닭볶음탕 기본당면 없음）),찜닭무 선택(사각사각 사각무))","오랜만에 찜닭 생각이 나서 두찜 주문..
하나는 달달하게 하나는 매콤하게
아이들과 어른들 다 만족함  👍 
맛있게 잘 먹었습니다.",5,5,5,5.0,2023-04-23 19:09:24,1,0,534713
ji**,"로제찜닭/1(뼈／순살 선택(순살（닭다리살 100%）),매운맛 3단계(보통맛),당면선택(둥근당면),찜닭무 선택(사각사각 사각무))","처음 주문이였는데 로제 맛있게 먹었네요
순살이라 그런지 양은 좀 아쉽지만요",5,5,4,5.0,2023-04-23 17:31:13,1,1,534713
go**,"까만／빨간 찜닭/1(찜닭 맛선택(까만찜닭),뼈／순살 선택(순살（닭다리살 100%）),매운맛 5단계(1단계（아주순한맛）),당면선택(둥근당면),찜닭무 선택(사각사각 사각무),음료 변경(스프라이트 500ml 변경))",맛있게 잘 먹었습니다,5,4,4,4.0,2023-04-23 11:08:18,1,1,534713
