UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
zk**,"[8천원할인] 베스트 시카고세트/1(필리치즈스테이크 시카고피자 선택(필리치즈스테이크 시카고 피자),켄터키치킨 선택(켄터키 치킨),음료선택(코카콜라 제로 1.25L))",시카고피자는 자주먹는데 치킨은 첨먹어봣는데 맛잇어용! 굳굳,5,5,5,5.0,2023-05-22 21:49:17,1,0,580070
an**,"반반피자 21,700메뉴（XXXL46cm）/1(반반피자선택1(포테이토 피자 （반반）),반반피자선택2(콤비네이션 피자 （반반）))",맛있게 잘 먹었습니다,5,5,5,0.0,2023-05-22 15:09:22,1,1,580070
mk**,"[8천원할인] 베스트 뉴욕세트/1(콰트로프리미엄피자 선택(콰트로프리미엄피자 선택),핫치킨바이트 선택(핫치킨바이트),알리오올리오 파스타 선택(알리오올리오 파스타 선택),음료선택(스프라이트1.5L))",맛있네용..   맥즈를 부르는맛!! 애들도잘먹어요 ^^,5,5,5,5.0,2023-05-21 18:29:04,1,0,580070
oh**,"[8천원할인] 빅스타피자 시그니처 세트/1(라자냐 시카고피자 선택(라자냐 시카고피자 선택),핫치킨바이트 선택(핫치킨바이트),알리오올리오 파스타 선택(알리오올리오 파스타 선택),음료선택(코카콜라 제로 1.25L))",맛아네용 담에 딴 거 시킴요,5,5,5,5.0,2023-05-14 23:55:54,1,0,580070
my**,라자냐 시카고피자（M사이즈）/1,"어제 먹었는데 오늘 또 먹고 싶어서 주문했어요 ㅎㅎ
맛있게 잘 먹었습니다👍",5,5,5,5.0,2023-05-14 22:42:37,1,0,580070
li**,라자냐 시카고피자（M사이즈）/1,좋아요🩵🩵🩵🩵🩵🩵🩵🩵,5,5,5,5.0,2023-05-13 19:13:29,0,1,580070
my**,"[8천원할인] 빅스타피자 시그니처 세트/1(라자냐 시카고피자 선택(라자냐 시카고피자 선택),핫치킨바이트 선택(핫치킨바이트),알리오올리오 파스타 선택(알리오올리오 파스타 선택),음료선택(코카콜라1.25L))",와.. 너무 맛있어요❤️,5,5,5,5.0,2023-05-13 15:01:10,1,0,580070
ju**,"더블페퍼로니 피자（XXXL46cm）/1(토핑 추가선택(치즈크러스트 추가（115g）),사이드 추가선택([40%할인] 핫치킨바이트 추가)),웨지후라이/1","맛!  크기!!  완전 최고!!!
조카가 좋아하는 페페로니!!
치즈를 듬뿍 올리니 더 맛이 좋아요!!!",5,5,5,0.0,2023-05-05 18:40:56,1,1,580070
ht**,"[8000원할인]베스트 시카고세트/1(라자냐 시카고피자 선택(라자냐 시카고피자 선택),켄터키치킨 선택(켄터키 치킨),음료선택(코카콜라1.25L),사이드 추가선택(버팔로스틱 추가))","진짜 맛있음 최애 될거같아요
너무너무너무너무
시카고 짱!!!!",5,5,5,0.0,2023-04-18 16:07:58,1,1,580070
ay**,페퍼로니 피자（XXXL46cm）/1(음료&소스 추가선택(스프라이트 1.5L 추가)),페페로니피자 맛있게 잘먹었습니다,5,5,5,5.0,2023-04-17 04:20:17,1,0,580070
