UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
ij**,"남자탕/2(조리 선택(안끓이고 받기),포장 선택(같이 포장))",냄새도 안나고 맛있어요,5,5,5,5.0,2023-05-22 21:48:23,1,0,532539
pp**,남다른뼈전골（大）/1(조리 선택(끓여서받기)),"배달 빠르고 양 많고 맛있어요~~~
가까워서 매장으로 가려다 배달시켜 먹었어요
음료도 서비스로 주시고 좋아요^^",5,5,5,5.0,2023-05-14 18:07:01,1,0,532539
st**,"남자탕/1(조리 선택(끓여서받기),포장 선택(따로 포장)),남다른뼈전골（大）/1(조리 선택(끓여서받기),추가 선택(모듬사리))",맛있어요  언제나 한결같은맛,5,5,5,5.0,2023-05-09 00:02:13,0,1,532539
si**,프리미엄감자탕/1,감사합니다 잘 먹었어용,5,5,5,0.0,2023-04-15 21:42:43,1,1,532539
sh**,프리미엄감자탕/1,덕분에 정말 맛있게 잘 먹었어요 앞으로 자주 이용하도록 할게요🥰😊😊,5,5,5,0.0,2023-04-08 21:49:42,1,1,532539
ch**,철판뼈찜（中）/1,맛있게 잘먹었습니다,5,5,5,0.0,2023-03-24 17:00:35,1,1,532539
se**,"프리미엄감자탕/1,남다른만두/1",맛있게 잘먹었어요.,5,5,5,5.0,2023-02-14 16:15:02,0,1,532539
qk**,활력보감뼈전골（大）/1(조리 선택(끓여서받기)),항상 넘  맛있게 먹고 있습니다^^,5,5,5,5.0,2023-01-29 13:58:20,0,1,532539
ch**,철판뼈찜（中）/1,맛있게 잘 먹었습니다.,5,5,5,0.0,2022-12-25 15:19:38,1,1,532539
50**,"남자탕/2(조리 선택(끓여서받기),포장 선택(따로 포장))",배달빨랐고 맛있어요!,5,5,5,5.0,2022-12-19 07:52:50,1,0,532539
ak**,남다른뼈전골（小）/1(조리 선택(끓여서받기)),맛있게 잘 먹었습니다.,5,5,5,5.0,2022-11-17 22:03:52,1,0,532539
jj**,"남자탕/1(조리 선택(끓여서받기),포장 선택(따로 포장))","사진은못찍었지만
강추합니다",5,5,5,0.0,2022-11-08 16:17:45,0,1,532539
ka**,남다른뼈전골（中）/1(조리 선택(안끓이고 받기)),처음 주문해 봤는데 양도 많고 맛도 좋아요,5,5,5,5.0,2022-10-06 20:14:39,1,0,532539
re**,"남자탕/2(조리 선택(끓여서받기),포장 선택(따로 포장))",먹다가 찍어서 사진이 쫌 이상하지만 감자탕 진짜 맛있어요!! 양도 많고 홈플러스갈때는 항상 들려서 먹고 가는 집입니다 가게도 깨끗해요~~ 오늘은 비가 많이와서 배달로~~ 맛있게 먹었어요^^,5,5,5,5.0,2022-10-03 20:08:05,1,0,532539
ce**,"남다른뼈전골（中）/1(조리 선택(끓여서받기),추가 선택(수제비))",너무 맛있어요👍👍👍,5,5,5,5.0,2022-10-02 17:05:00,0,1,532539
al**,남다른뼈전골（中）/1(조리 선택(안끓이고 받기)),"배달 우선 엄청 빠르고요
맛은 호불호 없는 맛이라 모두에게 잘 맞을 것 같아요",5,5,5,5.0,2022-09-25 23:43:17,1,0,532539
de**,"남자탕/1(조리 선택(안끓이고 받기),포장 선택(따로 포장))",집에서 한끼 먹기 좋아요,5,5,5,0.0,2022-09-24 12:54:24,1,1,532539
50**,"남자탕/2(조리 선택(끓여서받기),포장 선택(따로 포장))",국물이 얼큰한 게 맛있어요!,5,5,5,5.0,2022-09-16 23:22:00,1,0,532539
de**,"남자탕/1(조리 선택(안끓이고 받기),포장 선택(따로 포장))",넉넉한 양에 따끈하게 데워 맛있게 한끼 먹었습니다,5,5,5,0.0,2022-08-25 18:16:49,1,1,532539
de**,"남자탕/1(조리 선택(안끓이고 받기),포장 선택(따로 포장))",따끈따끈 데워주셔서 맛있게 먹었습니다,5,5,5,0.0,2022-07-26 12:30:45,1,1,532539
an**,"남자탕/1(조리 선택(끓여서받기),포장 선택(따로 포장))",국물양은 많은데 고기양은 적은 편. 소스 주는 것 좋네요. 밥은 그냥. 한끼 적당했습니다.,5,5,5,0.0,2022-07-24 19:02:11,1,1,532539
de**,"남자탕/1(조리 선택(안끓이고 받기),포장 선택(따로 포장))",국물이 진하고 맛있어요,5,5,5,0.0,2022-07-24 06:08:26,1,1,532539
