UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
fr**,"L 피자 반반/1(반반 피자 선택(슈퍼어셈블 （슈퍼수프림）),반반 피자 선택(수원불고기),도우 선택(오리지널 （오곡도우）))","맛도리~ 리뷰용스파게티지만 혼자먹으니 딱좋아용
맛있어요 번창하세요ㅋㅋ 일끝나고 피막ㅋㅋ",5,5,5,5.0,2023-05-23 05:06:35,1,0,312386
pw**,"슈퍼어셈블 （슈퍼수프림）/1(사이즈 변경선택(L （3~4인용）),토마토소스 양(소스 보통),도우 선택(씬도우)),수제 갈릭디핑소스/1,갈릭 디핑소스/1(메뉴 선택(1개)),치즈가루/1",맛있어요 👍 👍,5,5,5,5.0,2023-05-22 17:33:37,1,0,312386
97**,"L 피자 반반/1(반반 피자 선택(콘치즈마요),반반 피자 선택(슈퍼어셈블 （슈퍼수프림）),도우 선택(오리지널 （오곡도우）))",도우가 쫄깃하고 토핑도 잘 어우러져 맛있게 먹었습니다 ㅎㅎ,5,5,5,5.0,2023-05-21 20:57:08,1,0,312386
pe**,"참이슬 후레시 360mL/1,더블 페페로니/1(사이즈 변경선택(R （1~2인용）),토마토소스 양(소스 보통),도우 선택(오리지널 （오곡도우）))",너무 맛있어요 또올게요,5,5,5,5.0,2023-05-21 11:04:42,0,1,312386
wh**,"바사삭치킨세트/1(사이즈 변경선택(R （1~2인용）),피자 선택(슈퍼디럭스（베이컨슈프림）),도우 선택(오리지널 （오곡도우）),바사삭치킨 선택(반 마리),세트메뉴 음료 선택(코카콜라 500mL))",맛있게 잘 먹었습니다 다음에 또 시킬게요,5,5,5,5.0,2023-05-21 02:09:13,0,1,312386
ag**,"더블 페페로니/1(사이즈 변경선택(L （3~4인용）),토마토소스 양(소스 많이),도우 선택(오리지널 （오곡도우）),소스 추가선택(갈릭디핑 소스2개 추가)),치즈 오븐 스파게티/1","평점이 좋아서 시켜봤는데 그런 이유가 있었네요 
디음에도 시켜먹을게요",5,5,5,5.0,2023-05-20 20:48:02,1,0,312386
ky**,"먹방세트/1(사이즈 변경선택(L （3~4인용）),피자 선택(리얼스테이크),도우 선택(왕치즈크러스트),토핑 추가선택(핫치킨 추가),스파게티 선택(쉬림프 로제파스타로 변경),훈제치킨(훈제치킨),콘치즈(콘치즈),오지후라이(오지후라이),세트메뉴 음료 선택(환타 파인 500mL 변경)),버팔로 윙／봉/1(메뉴 선택(5조각))","오늘도 넘 맛있게 잘 먹을게요~^^
먹방세트 완전 좋아요~^^",5,5,5,5.0,2023-05-18 19:30:52,1,0,312386
sa**,"슈퍼어셈블 （슈퍼수프림）/1(사이즈 변경선택(R （1~2인용）),토마토소스 양(소스 보통),도우 선택(오리지널 （오곡도우）))",맛있게 잘먹었습니다,5,5,5,5.0,2023-05-17 23:23:31,1,0,312386
wj**,"1인세트/1(1인 피자 선택(더블 포테이토),1인 도우 선택(오리지날 （오곡도우）),1인세트 사이드 선택(케이준감자튀김 （130g）),1인세트 사이드 선택(육즙팡팡 부어스트소세지1조각),1인세트 음료 선택(코카콜라 245mL))","감자를 좋아하는 편이라 더블 포테이토에 감자튀김을 주문하였습니다. 1인세트임에도 불구하고 양이 정말 많았고, 감자 많이 주셔서 정말 맛있게 잘 먹었습니다!",5,5,5,5.0,2023-05-17 03:35:21,1,0,312386
eh**,"내맘대로L 1＋1/1(피자 선택 1(더블 페페로니),피자1 도우 선택(1오리지널 （오곡도우）),피자 선택 2(루꼴라),피자2 도우 선택(2오리지널 （오곡도우）))",토마토랑 토핑 엄첨 많이 주셨어요! 맛있게 먹었습니다,5,5,5,5.0,2023-05-17 00:45:55,1,0,312386
