UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
lu**,"산탕 소고기칼국수（酸汤肥牛面）/1(선물드림(찜＋별5개약숙／소시지반)),야채모둠튀김 （炸蔬菜拼盘）/1",m。,5,5,5,5.0,2023-05-22 22:57:53,0,1,391321
10**,"러우자모（肉夹馍）/1(러우자모（肉夹馍）(닭연골（掌中宝）2개),선물드림(찜＋별5개약숙／소시지반),개수(1개)),오겹살 통밥 秘制把子肉桶饭/1",맛있어요~~~~~~,5,5,5,5.0,2023-05-22 19:01:20,1,0,391321
ch**,"공기밥（米饭）/4,감자채무침（炝拌土豆丝）/1,마늘양념오이 （蒜蓉黄瓜）/1,숙주볶음 爆炒绿豆芽/1,청경채 볶음爆炒油菜/1,토마토계란 덮밥（番茄炒鸡蛋盖饭）/1",맛있었어요. 배달도 엄청 빨리 와주셨어요.,5,5,5,5.0,2023-05-22 16:29:36,0,1,391321
k8**,"진국 사골탕（骨汤麻辣烫）/1(맛 선택(매운맛),사리 추가 선택(소고기 100g 추가),사리 추가 선택(두부 튀김 추가),사리 추가 선택(샤브 당면 추가),사리 추가 선택(어완자 추가),마라탕(1인분),선물드림(찜＋별5개약숙／소시지반))",조금 진한맛이 아쉽긴했지만 잘먹었습니다~,5,5,5,5.0,2023-05-22 14:16:45,1,0,391321
le**,"오겹살 통밥 秘制把子肉桶饭/1,지산선 덮밥（地三鲜盖饭）/1,튀김세트（炸串拼盘）/1","맛있어요. 감사합니다~
(그……개인적으로 튀김 좀 싱거웠어요)",5,5,5,5.0,2023-05-20 14:31:53,1,0,391321
mi**,"진국 사골 마라탕＋꿔바로우8P＋공기밥/1(맛 선택(순한맛-약간 매운맛),선물드림(찜＋별5개약숙／소시지반))","와 첨시켜보는데 왜 이제 알앗을까요ㅠㅜㅠㅠ 존맛,,",5,5,5,5.0,2023-05-19 22:06:23,1,0,391321
hc**,"진국 사골탕（骨汤麻辣烫）/1(맛 선택(오리지날-신라면 매운맛),사리 추가 선택(소고기 100g 추가),마라탕(1인분),선물드림(찜＋별5개약숙／소시지반))",맛있게 잘 먹었어요 근데 오늘은 신라면맵기가 아녔어요...ㅋㅋㅋㅋㅋㅋ,5,5,5,5.0,2023-05-19 14:39:40,1,0,391321
te**,"산탕 소고기칼국수（酸汤肥牛面）/1(선물드림(찜＋별5개약숙／소시지반)),위완 튀김（炸鱼丸）1꼬치/1",정말 맛있습니다! 잘 먹었습니다!,5,5,5,5.0,2023-05-18 23:11:51,1,0,391321
mu**,마라탕러우자모 세트（麻辣烫肉夹馍套餐）/1(맛 선택(오리지날-신라면 매운맛)),맛있게  잘 먹었습니다,5,5,5,5.0,2023-05-18 22:56:02,1,0,391321
66**,"쏸룽펀스쩡싼베이（蒜蓉粉丝蒸扇贝）/1(개수(8개)),닭꼬치（骨肉相连）/1,닭연골튀김 （掌中宝小串） 2개/1",굳ㄷㄷㄷㄷㄷㄷㄷㄷㅋ,5,5,5,5.0,2023-05-18 14:22:39,0,1,391321
ch**,"공기밥（米饭）/4,감자채무침（炝拌土豆丝）/1,마늘양념오이 （蒜蓉黄瓜）/1,숙주볶음 爆炒绿豆芽/1,청경채 볶음爆炒油菜/1,토마토계란 덮밥（番茄炒鸡蛋盖饭）/1",맛있었어요. 배달도 엄청 빨리 와주셨어요.,5,5,5,5.0,2023-05-17 18:51:06,0,1,391321
66**,"화지아펀（花甲粉）/1,쏸룽펀스쩡싼베이（蒜蓉粉丝蒸扇贝）/1(개수(4개))",맛잇엇어요!!!!!!굿ㄱ,5,5,5,5.0,2023-05-17 01:04:58,0,1,391321
11**,"홍사오러우푸주 （红烧肉腐竹）/1(선물드림(찜＋별5개약숙／소시지반)),후난 볶음밥 外婆菜炒饭/1,대파 계란 볶음 덮밥（大葱鸡蛋盖饭）/1",good good good,5,5,5,5.0,2023-05-16 16:00:30,1,0,391321
hc**,"마라샹궈（麻辣香锅）/1(맛 선택(오리지날-신라면 매운맛),사리 추가 선택(양고기 100g 추가),사리 추가 선택(라면 사리 추가),사리 추가 선택(건두부 추가),사리 추가 선택(두부피 추가),사리 추가 선택(흑버섯 추가),사리 추가 선택(청경채 추가),사리 추가 선택(샤브 당면 추가),사리 추가 선택(옥수수면 추가),사리 추가 선택(오징어 완자 추가),사리 추가 선택(위두부 추가),사리 추가 선택(소시지 추가),선물드림(찜＋별5개약숙／음료수)),공기밥（米饭）/1,튀김세트（炸串拼盘）/1,글루텐（面筋）/1,위완 튀김（炸鱼丸）1꼬치/1",진짜 맛있어요!! 다음에 또 시켜먹을게요!!,5,5,5,5.0,2023-05-16 01:59:13,1,0,391321
ch**,"공기밥（米饭）/4,감자채무침（炝拌土豆丝）/1,마늘양념오이 （蒜蓉黄瓜）/1,고추계란볶음 （尖椒炒鸡蛋）/1,어향러우스 덮밥（鱼香肉丝盖饭）/1",맛있었어요. 배달도 엄청 빨리 와주셨어요.,5,5,5,5.0,2023-05-16 00:44:23,0,1,391321
wo**,진국 사골 마라탕＋꿔바로우8P＋공기밥/1(맛 선택(매운맛)),맛있어요!!!!!!,5,5,5,5.0,2023-05-14 20:11:31,1,0,391321
ch**,"공기밥（米饭）/3,물만두（水饺）/1,감자채무침（炝拌土豆丝）/1,마늘양념오이 （蒜蓉黄瓜）/1,토마토계란 덮밥（番茄炒鸡蛋盖饭）/1",맛있었어요. 배달도 엄청 빨리 와주셨어요.,5,5,5,5.0,2023-05-13 22:22:32,0,1,391321
po**,"위완쌀국수 （鱼丸米线）/1(선물드림(찜＋별5개약숙／소시지반)),마라연근 건두부 부주（素拼）/1",잘 먹었습니다!,5,5,5,5.0,2023-05-13 04:57:35,1,0,391321
vo**,"마라샹궈（麻辣香锅）/1(맛 선택(순한맛-약간 매운맛),사리 추가 선택(소고기 100g 추가),사리 추가 선택(공기밥 추가),사리 추가 선택(라면 사리 추가),사리 추가 선택(두부피 추가),사리 추가 선택(감자 추가),사리 추가 선택(청경채 추가),선물드림(찜＋별5개약숙／미니크림 새우)),콜라 355mL（可乐）/1,양꼬치（소）（羊肉串小2개）/1",공기밥 하나 누락된 거 아쉬웠어요 마라샹궈는 양도 많고 맛도 무난하니 잘 먹었습니다. 근데 양꼬치는 그냥 그랬고 리뷰이벤트로 받은 크림새우는 취향 아니었어서 아쉬웠네요. 그래도 잘 먹었어요~,4,5,5,3.0,2023-05-12 11:56:43,1,1,391321
bh**,"딤섬（6PS）（灌汤包）/1,홍사오러 통밥 秘制红烧肉桶饭/1,마라연근 건두부 부주（素拼）/1",정말 맛있습니다~~,5,5,5,5.0,2023-05-10 16:34:05,1,0,391321
ch**,"마라샹궈（麻辣香锅）/1(맛 선택(순한맛-약간 매운맛),사리 추가 선택(공기밥 추가),선물드림(찜＋별5개약숙／미니크림 새우))",너무 맛있어요 또 시켜먹고싶은 맛이에요,5,5,5,5.0,2023-05-09 19:07:22,1,0,391321
