UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
sk**,청담동 트러플치킨/1(뼈 또는 순살 선택(순살（100% 닭다리살）)),잘 먹었습니다. 맛있네요.,5,5,5,5.0,2023-05-22 11:51:13,1,0,573121
mn**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요),（갈비 반＋순살 반）치킨 선택(뉴욕 레드크림치즈),소스 및 무우 추가선택(무우 추가),음료변경 추가선택（최대 1개 선택）(콜라 1.25L 변경))",갈비맛은 생각보다 뻑뻑해서 먹기 불편했지만 맛은 나쁘지 않았어요..! 만약 다음에 당치땡 주문하면 갈비는 안먹을거같아유,5,5,5,5.0,2023-05-20 22:52:00,0,1,573121
wo**,"뼈 반반/1(반반 치킨 선택（택2 필수）(오사카 핫블랙킹),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",빠르게 보내주셔서 맛있게 먹었습니다,5,5,5,5.0,2023-05-20 14:21:15,1,0,573121
yo**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",당치땡 진짜 맛있네요 ㅎㅎㅎㅎㅎㅎㅎ,5,5,5,5.0,2023-05-19 19:19:04,1,0,573121
qu**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",아쥬 빠르구 맛있게 잘 믁읐습니당 ㅎㅎ,5,5,5,5.0,2023-05-19 11:43:29,1,0,573121
sk**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨),소스 및 무우 추가선택(매운 양념 소스 추가))",맛있게 잘먹었습니다.,5,5,5,0.0,2023-05-17 13:19:27,1,1,573121
6i**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(통으로 주세요),（갈비 반＋순살 반）치킨 선택(오사카 핫블랙킹))",신메뉴 마통갈비 괜찮네요!,5,5,5,5.0,2023-05-14 23:59:29,1,0,573121
12**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요),（갈비 반＋순살 반）치킨 선택(오사카 블랙킹))",맛있어요요요요요요요,5,5,5,5.0,2023-05-14 12:12:39,1,0,573121
le**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨)),핫토스 감자튀김/1",처음시켜먹어봤는데 너무맛있더라고여 잘먹었습니다,5,5,5,5.0,2023-05-06 19:46:37,1,0,573121
ki**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",맛잇어요 ~ ㅎㅎ 항상 이 반반으로 시킵니다,5,5,5,5.0,2023-04-29 22:33:29,1,0,573121
ti**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요),（갈비 반＋순살 반）치킨 선택(오사카 블랙킹))",맛있게 잘 먹었습니다.,5,5,5,5.0,2023-04-29 16:25:20,1,0,573121
so**,"당치땡 1인 세트/1(치킨 선택(청담동 트러플치킨),소스 및 무우 추가선택(크림치즈 소스 추가),소스 및 무우 추가선택(무우 추가),음료변경 추가선택（최대 1개 선택）(콜라 500ml 변경))","배달도 빨리 오고 맛도 좋습니다!! 날이 추워서 식은게 아쉬웠지만 그래도 바삭하고 맛있네요 🥹🥹
다음에도 시켜먹겠습니다!",5,5,5,5.0,2023-04-25 20:19:58,1,0,573121
ap**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))","양념이 진짜 맛있네요.. 뼈 치킨인데도 유명한 닭강정보다 바삭하고 맛있어요. 양념치킨 생각나면 또 시킬께요~!!!
치킨무는 왜 얼린걸 줬어.. 했는데 먹자마자 띠용~!!
이렇게 먹어야 맛있는거구나.. 마흔넘은 나이에 알게됐음요..ㅋㅋ",5,5,5,5.0,2023-04-22 18:52:58,1,0,573121
ju**,"치떡땡 반반 세트/1(뼈 또는 순살 선택(국내산 뼈),반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨),떡볶이 선택(국물떡볶이),떡볶이 맵기 선택(기본맛),치즈 토핑 선택(기본 토핑 치즈 X))",배달도 빠르고 리뷰 서비스도 잘 챙겨 주셨어요! 맛있어요~😍,5,5,5,5.0,2023-04-20 21:44:11,1,0,573121
wl**,"치떡땡 반반 세트/1(뼈 또는 순살 선택(순살（100% 닭다리살）),반반 치킨 선택（택2 필수）(대림동 고바로우),반반 치킨 선택（택2 필수）(청담동 트러플치킨),떡볶이 선택(국물떡볶이),떡볶이 맵기 선택(매운맛),치즈 토핑 선택(기본 토핑 치즈 O),사이드메뉴 추가선택(허니버터 치즈볼 5개 추가))",자주 시켜먹는데 너무 맛있어요...,5,5,3,4.0,2023-04-14 23:08:02,1,1,573121
pe**,"치떡땡 반반 세트/1(뼈 또는 순살 선택(순살（100% 닭다리살）),반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨),떡볶이 선택(국물떡볶이),떡볶이 맵기 선택(기본맛),치즈 토핑 선택(기본 토핑 치즈 O))",리뷰가 늦었습니다 맛있어요~^^,5,4,4,5.0,2023-04-13 22:07:17,1,1,573121
ke**,"순살 반반/1(반반 치킨 선택（택2 필수）(오사카 블랙킹),반반 치킨 선택（택2 필수）(의성 양념치킨))",평소에 당치땡을 매우 좋아하는 고객중 한명인데 오늘은 좀 실망이 크네요ㅠㅠ 항상 따뜻하고 육즙 가득한 치킨을 보내주셨는데 오늘은 약간 식어있고 눅눅한 치킨과 얼어서 물컹해진 치킨무를 받았습니다..이런적이 첨이라 당황스럽네요ㅠ 혹시 담에 또 시킨다면 그땐 평소랑 같았으면 좋겠어요..그리고 냉장고가 문제인지 치킨무가 얼어있어요~확인 함 해보시길요..,2,1,5,5.0,2023-04-13 20:52:03,1,1,573121
su**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(잘라서 주세요))",짭쪼름한 갈비튀김이 밥하고 같이 먹어도 맛있을 것 같아요. 양념떡볶이는 부드럽고 다 먹은 양념소스에 감자튀김 찍어 먹어도 맛 있어요. 잘 먹었습니다.,5,5,5,5.0,2023-04-13 04:01:51,1,0,573121
zd**,"순살 트리플 치킨/1(순살 트리플 치킨 선택（택3 필수）(오사카 블랙킹),순살 트리플 치킨 선택（택3 필수）(의성 양념치킨),순살 트리플 치킨 선택（택3 필수）(청담동 트러플치킨),사이드메뉴 추가선택(국물떡볶이（기본맛） 추가))","맛있게 먹었습니다.
떡볶이가 마늘이 들어가서 특이하네요.",5,5,5,5.0,2023-04-11 16:57:17,1,0,573121
al**,"치떡땡 세트/1(뼈 또는 순살 선택(국내산 뼈),치킨 선택(청담동 트러플치킨),떡볶이 선택(국물떡볶이),떡볶이 맵기 선택(매운맛),치즈 토핑 선택(기본 토핑 치즈 O))","너무 맛있어요! 맛있는데 배달이 조금 늦어요..
그래도 맛있으니깐 괜찮아요!",5,5,5,5.0,2023-04-08 00:37:48,1,0,573121
ju**,"당치땡 1인 세트/1(치킨 선택(오사카 핫블랙킹)),샤워 마요 소스/1,여우티 500ml/1",매콤하고 맛있어요!! 맵찔이기준 맵지만 못먹을정돈아니에요 맛있게매워용,5,5,5,5.0,2023-04-06 23:29:45,1,0,573121
pm**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",도착예정이 50분이라고 와서 기다리고 있는데 1시간 30분 걸렸어요. 비가 갑자기 온 것도 아니고 비는 계속 오고 있었는데 도착예정시간이 이렇게 크게 오차가 있나요? 1시간 30분걸려 도착한 치킨이 맛있을리가 있나요. 다 식고 퍽퍽하고. 처음 주문한 건데 실망스럽네요.,2,2,2,1.0,2023-04-05 09:11:41,0,1,573121
du**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요))",처음먹어봤는데 진짜 갈비맛이나서 맛있게먹었습니다,5,5,5,5.0,2023-04-03 23:13:07,0,1,573121
no**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",맛있게 먹었습니다.,5,5,5,5.0,2023-04-02 05:18:39,1,0,573121
va**,"뼈 반반/1(반반 치킨 선택（택2 필수）(오사카 블랙킹),반반 치킨 선택（택2 필수）(청담동 트러플치킨),소스 및 무우 추가선택(양념 소스 추가))",너무맛있어요  근데빨간부분이좀잇어서 더튀겨주심조을거같아여,5,5,5,3.0,2023-03-29 12:25:55,1,1,573121
z.**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요))",맛있게 잘 먹었습니다 또 주문할게요!,5,5,5,0.0,2023-03-28 10:03:02,1,1,573121
cd**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(잘라서 주세요),소스 및 무우 추가선택(무우 추가)),달콤 앙 치즈볼/1",생각이상으로 부드럽고 맛있어여,5,5,5,5.0,2023-03-26 21:01:54,1,0,573121
63**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(잘라서 주세요))",중독성 있는 맛입니다 ㅎㅎ 물리지고 않고 양파소스랑 같이 먹으니 더 맛있습니다. 집에 밥 있으면 밥하고도 잘 어울리니 추천 드립니다. 서비스 치즈볼도 감사합니다^^,5,5,5,5.0,2023-03-24 23:39:45,1,0,573121
so**,"익선동 로제퐁듀치킨/1(뼈 또는 순살 선택(국내산 뼈),사이드메뉴 추가선택(국물떡볶이（기본맛） 추가))","친구가 당치땡맛있대서 시켜봤어요. 튀김옷 바삭해서 그냥 먹어도 맛있는데 로제조합이라니♡ 둘이서 한끼 행복하게 잘 먹었습니다. 떡볶이, 치즈볼도 맛있어요:)",5,5,5,5.0,2023-03-22 14:44:59,1,0,573121
tj**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(잘라서 주세요),소스 및 무우 추가선택(무우 추가))",맛나게 잘먹었습니다 감사합니다,5,4,5,5.0,2023-03-18 12:35:07,0,1,573121
gi**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(통으로 주세요),（갈비 반＋순살 반）치킨 선택(의성 양념치킨))",맛있게 잘 먹었습니다~,5,5,5,5.0,2023-03-16 22:39:49,1,0,573121
wl**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요),（갈비 반＋순살 반）치킨 선택(의성 양념치킨))","잘먹었습니다~~
~~~",5,5,3,4.0,2023-03-11 15:16:44,0,1,573121
ha**,청담동 트러플치킨/1(뼈 또는 순살 선택(국내산 뼈)),어떤 치킨먹을까 했더니 애기가 지난번에 먹은 허니감자 먹은 치킨집이라고 해서 또 주문했네요. 트러플소금 찍어먹으니 더 맛있어요~~!!!,5,5,5,5.0,2023-03-10 23:39:36,1,0,573121
al**,청담동 트러플치킨/1(뼈 또는 순살 선택(순살（100% 닭다리살）)),처음 먹어봤는데 너무 맛있어서 앞으로 계속 시키려구요,5,5,5,5.0,2023-03-09 21:36:01,0,1,573121
ef**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(잘라서 주세요))","잘 받았습니다
서비스 치즈볼,떡볶이 감사합니다~",5,5,5,5.0,2023-03-05 18:26:12,0,1,573121
sa**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([세트] 남포동 마통갈비＋고깃집소스（양파절임）),마통갈비 제공 선택(통으로 주세요),（갈비 반＋순살 반）치킨 선택(청담동 트러플치킨))",뭘 먹을까 하다 신메뉴가 보이길래 주문했는데 갈비 부분이 너무 타고 탄맛도 심해 도저히 못먹을 거 같아 전화로 문의하니 죄송하다며 환불을 해줬네요 빠른 조치와 사과로 응대에 불만은 없으나 새로운 메뉴를 먹고 싶어 주문한 건데 아쉽네요,5,4,5,5.0,2023-03-03 00:01:09,1,1,573121
gk**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",맛있게 잘 먹었습니다~~,5,5,5,0.0,2023-03-01 21:31:22,1,1,573121
ke**,"[NEW] 남포동 마통갈비/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요))",굿 이스굿 강력추천,5,5,5,5.0,2023-03-01 18:13:46,0,1,573121
ks**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))","너무 맛있고 배달 시간보다 빨리왔어요!
리뷰 감자튀김도 맛있어요
다음에는 갈비 먹어보고 싶어요",5,5,5,5.0,2023-03-01 00:58:09,1,0,573121
a0**,"뼈 반반/1(반반 치킨 선택（택2 필수）(뉴욕 레드크림치즈),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",맛있어요~ 서비스로 받은 감튀도 맛있었어요~!!!!,5,5,5,5.0,2023-02-26 20:26:35,1,0,573121
fr**,"[NEW] 갈비 반＋치킨 반/1(마통갈비 구성 선택([기본] 남포동 마통갈비＋맛보기소스),마통갈비 제공 선택(잘라서 주세요),（갈비 반＋순살 반）치킨 선택(의성 양념치킨))",배달이 늦어질 거 같으면 미리 전화를 해서 직접 양해를 구해야 하는 게 맞는 거 아닌가요? 손님이 전화할 때까지 아무런 말도 없으시고 사람은 기다리는데 전화하니까 불친절한 말투로 귀찮다는 듯이 금방 도착한다는 말 뿐이고 전화 끝나고도 몇 분을 더 기다렸네요 비주얼도 별로고 태운 건지 탄 맛이 나네요 진짜 기분 더러워요 ㅋㅋ 직원분 다시 교육 해주시면 좋을 듯 ^.^,1,2,1,1.0,2023-02-18 22:32:14,1,1,573121
na**,"순살 반반/1(반반 치킨 선택（택2 필수）(오사카 블랙킹),반반 치킨 선택（택2 필수）(의성 양념치킨))",야심한 시간에도 거의 30분도 안되는 시간만에 도착했네요! 잘 튀겨져서 맛있게 먹었습니다~,5,5,5,5.0,2023-02-17 12:59:49,1,0,573121
ju**,"의성 양념치킨/1(뼈 또는 순살 선택(국내산 뼈),양념 소스 선택(매운 양념（매콤）))",맛있게 먹었어요ㅎㅎ,5,5,5,5.0,2023-02-17 03:49:17,1,0,573121
ha**,청담동 트러플치킨/1(뼈 또는 순살 선택(국내산 뼈)),"오랜만에 맛있는 치킨집 찾았어요♡
기름도 깨끗한 것 쓰시나봐요. 바삭함이 남달라요.
그리고 옛날 추억속 시장통닭처럼 고소하고 적당히 짭조롬 
맵지않아서 아이들도 잘 먹어요.
그리고 허니감자가 대박~~ 이제 치킨집은 당치땡으로 정착",5,5,5,5.0,2023-02-16 23:12:28,1,0,573121
a0**,청담동 트러플치킨/1(뼈 또는 순살 선택(국내산 뼈)),후라이드 맛집입니다! 최고,5,5,5,5.0,2023-02-13 08:48:33,0,1,573121
ki**,"뼈 반반/1(반반 치킨 선택（택2 필수）(의성 양념치킨),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",맛있어요! 후라이드가 맛있네요,5,5,5,5.0,2023-02-12 15:18:29,1,0,573121
ke**,"순살 반반/1(반반 치킨 선택（택2 필수）(오사카 블랙킹),반반 치킨 선택（택2 필수）(청담동 트러플치킨))",지난번에 맛있어서 또 시켰는데 역시나 맛있네용 담에 또  시킬께용^^,5,5,5,5.0,2023-02-11 23:40:04,1,0,573121
cd**,"뼈 반반/1(반반 치킨 선택（택2 필수）(당치땡 양념),반반 치킨 선택（택2 필수）(트러플 크리스피))",맛있게 잘 먹었습니다,5,5,5,5.0,2023-02-05 09:11:10,1,0,573121
tl**,"블랙킹/1(뼈 또는 순살 선택(국내산 뼈),블랙킹 소스 선택(블랙킹))",이름 그대로 치킨이 땡겨서 시켰습니다!! 맛있어요ㅎㅎㅎ,5,5,5,5.0,2023-02-04 13:58:35,1,0,573121
ju**,"당치땡 1인 세트/1(치킨 선택(텍사스 치베큐),소스 및 무우 추가선택(크림치즈 소스 추가))","텍사스치베큐 간장,바베큐 이런치킨조아하시는분들은 무조건 좋아하실것같아요 바삭하고맛있어요 
감튀는 달달해용
혼자먹기부담없이넘좋습니다",5,5,5,5.0,2023-02-02 23:47:31,1,0,573121
ke**,"순살 반반/1(반반 치킨 선택（택2 필수）(블랙킹),반반 치킨 선택（택2 필수）(당치땡 양념))",양이 좀 적긴했는데 치킨은 맛있네용~담에 또 시킬께용^^,5,5,4,5.0,2023-02-02 21:34:37,1,1,573121
my**,"순살 반반/1(반반 치킨 선택（택2 필수）(당치땡 양념),반반 치킨 선택（택2 필수）(트러플 크리스피),소스 및 무우 추가선택(매운 양념 소스 추가))",맛나요!!!!!!!!!,5,5,5,5.0,2023-02-01 02:42:07,1,0,573121
pe**,"순살 반반/1(반반 치킨 선택（택2 필수）(핫 블랙킹),반반 치킨 선택（택2 필수）(트러플 크리스피))",치킨 너무 맛있고 서비스로 주신 감자튀김도 맛있어요_!,5,5,5,5.0,2023-01-29 16:33:45,1,0,573121
tl**,트러플 크리스피/1(뼈 또는 순살 선택(국내산 뼈)),치킨맛있어요!!! 잘먹었습니다,5,5,5,5.0,2023-01-25 22:13:28,1,0,573121
d5**,트러플 크리스피/1(뼈 또는 순살 선택(국내산 뼈)),치킨 정말 맛있었습니다. 서비스도 너무 좋아요.,5,5,5,5.0,2023-01-23 11:43:18,1,0,573121
wo**,"순살 반반/1(반반 치킨 선택（택2 필수）(블랙킹),반반 치킨 선택（택2 필수）(트러플 크리스피))",잘 먹었습니다.,5,5,5,5.0,2023-01-22 03:12:49,1,0,573121
2q**,"치떡땡 세트/1(뼈 또는 순살 선택(국내산 순살（100% 닭다리살）),치킨 선택(트러플 크리스피),떡볶이 선택(국물 떡볶이),떡볶이 맵기 선택(순한맛),치즈 토핑 선택(기본 토핑 치즈 O),소스 및 무우 추가선택(양념 소스 추가))",사진을 찍으려다가 냄새맡고 한입먹고 찍으려 했는데 정신차리니까 다 먹었어요 개 존맛태ㅜㅠㅠㅠ 살짝 아쉬운건 콜라 500ml변경할걸 싶었어여 작은걸로도 충분할줄알았는데 그 많은걸 다 먹으면 마실것도 더 있어야한다는걸 느꼈어여 담에 또 시킬게요💕,5,5,5,5.0,2023-01-21 00:05:20,0,1,573121
em**,"치떡땡 세트/1(뼈 또는 순살 선택(국내산 순살（100% 닭다리살）),치킨 선택(트러플 크리스피),떡볶이 선택(국물 떡볶이),떡볶이 맵기 선택(매운맛),치즈 토핑 선택(기본 토핑 치즈 O))",친구랑 같이 목는데 양 하나 안부족 하고 맛있게 먹었어요 감사합니다,5,5,5,5.0,2023-01-15 21:30:51,0,1,573121
wo**,"순살 반반/1(반반 치킨 선택（택2 필수）(블랙킹),반반 치킨 선택（택2 필수）(트러플 크리스피))",잘 먹었습니다. 👍,5,5,5,5.0,2023-01-08 18:29:50,1,0,573121
wo**,"트러플 크리스피/1(뼈 또는 순살 선택(국내산 뼈),소스 및 무우 추가선택(트러플 솔티 파우더 추가))",맛있게 잘 먹었습니다,5,5,5,3.0,2023-01-08 12:19:45,1,1,573121
my**,"순살 반반/1(반반 치킨 선택（택2 필수）(당치땡 양념),반반 치킨 선택（택2 필수）(트러플 크리스피))",맛있습니다. 자극적이지 않고요,5,5,5,5.0,2023-01-07 20:21:26,1,0,573121
tn**,"치떡땡 반반 세트/1(뼈 또는 순살 선택(국내산 뼈),반반 치킨 선택（택2 필수）(맵토스),반반 치킨 선택（택2 필수）(당치땡 양념),떡볶이 선택(국물 떡볶이),떡볶이 맵기 선택(기본맛),치즈 토핑 선택(기본 토핑 치즈 O))",치킨도 맛있고 떡볶이도 맛있어요~,5,5,5,5.0,2023-01-06 00:36:57,1,0,573121
tk**,트러플 크리스피/1(뼈 또는 순살 선택(국내산 뼈)),트러플 소금 맛있고 치킨 자체가 바삭바삭해요,5,5,5,5.0,2023-01-04 19:32:23,1,0,573121
ha**,"순살 트리플 치킨/1(순살 트리플 치킨 선택（택3 필수）(텍사스 치베큐),순살 트리플 치킨 선택（택3 필수）(당치땡 양념),순살 트리플 치킨 선택（택3 필수）(트러플 크리스피))",너무 맛있게 잘 먹었습니다!,5,5,5,5.0,2022-12-30 23:49:51,0,1,573121
ph**,[NEW] 텍사스 치베큐/1(뼈 또는 순살 선택(국내산 뼈)),"1시간 정도 소요 됐네요
맛은 좋아요
다른 맛도 먹어 보고 싶어요",5,5,5,3.0,2022-12-30 19:59:13,1,1,573121
so**,"육즙킹 세트/1(뼈 또는 순살 선택(국내산 뼈),육즙킹 세트 구성2(쉑쉑 허니버터 감자튀김))",배달 기사분 잘못보단 아무래도 양념이 되직한게 아니라 물 같아서 이리 된거 같습니다. 상자 밖으로 양념 나와서 비닐 안에서부터 다 묻어 있더라구요.,4,4,4,3.0,2022-12-30 18:40:19,1,1,573121
lu**,"당치땡 세트/1(뼈 또는 순살 선택(국내산 뼈),당치땡 세트 구성(트러플 크리스피／핫 블랙킹 반＋달콤 앙 치즈볼),사이드메뉴 추가선택(국물 떡볶이（기본맛） 추가))",당치땡 맛있어요 특히 후라이드 고소하고 맛있음!,5,5,5,5.0,2022-12-24 13:48:35,1,0,573121
fk**,"뼈 반반/1(반반 치킨 선택（택2 필수）(핫 블랙킹),반반 치킨 선택（택2 필수）(당치땡 양념))",맛이 특이하네요,5,5,5,5.0,2022-12-20 13:26:48,1,0,573121
al**,"순살 반반/1(반반 치킨 선택（택2 필수）(핫 블랙킹),반반 치킨 선택（택2 필수）(당치땡 양념))",맛있었지만 너무 차가웠어요..,4,4,5,2.0,2022-12-18 15:39:49,1,1,573121
