UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
ko**,"몬킹세트 [1]/1(맵기 선택(맵기 2단계),떡볶이 선택(몬킹오뎅),계란／메추리알 선택(계란),수저 선택(수저 O),추가선택(단무지 추가))","오랜만에 너무 맛있는 떡볶이 먹었네요~
새벽부터 시켜서 혹시나 주문취소될까 걱정이었는데 다행히 해주시고 고구마튀김도 서비스 주셔서 감사합니다!
자주 시킬께요ㅎㅎ",5,5,5,5,2023-05-20 18:41:34,1,0,1147294
qk**,"몬킹세트 [1]/1(맵기 선택(맵기 2단계),떡볶이 선택(몬킹떡),계란／메추리알 선택(계란),수저 선택(수저 X))",맛있게 잘먹었습니다~~,5,5,5,5,2023-05-20 15:27:52,1,0,1147294
du**,"몬킹떡볶이/1(맵기 선택(맵기 4단계),수저 선택(수저 O),추가선택(셀프）김가루주먹밥 추가),추가선택(햄마요컵밥 추가))",잘먹었습니다 이동네맛집이에요,5,5,5,5,2023-05-20 01:43:27,1,0,1147294
du**,"몬킹떡볶이/1(맵기 선택(맵기 4단계),수저 선택(수저 O)),셀프）김가루주먹밥/2",짱맛 존맛탱 떡볶이에요,5,5,5,5,2023-05-20 01:42:53,1,0,1147294
cj**,"몬킹세트 [2]/1(맵기 선택(맵기 2단계),떡볶이 선택(몬킹반반),계란／메추리알 선택(메추리알),주먹밥 변경 선택(셀프）김가루주먹밥),수저 선택(수저 O))",맛있습니다 굿굿굿,5,5,5,5,2023-05-20 01:02:26,1,0,1147294
du**,"몬킹떡볶이/1(맵기 선택(맵기 4단계),수저 선택(수저 O),추가선택(셀프）김가루주먹밥 추가),추가선택(햄마요컵밥 추가))",양도많고 서비스도 굿 맛있었어요,5,5,5,5,2023-05-19 01:40:21,1,0,1147294
du**,"몬킹떡볶이/1(맵기 선택(맵기 4단계),수저 선택(수저 O),추가선택(셀프）김가루주먹밥 추가),추가선택(햄마요컵밥 추가))",매일 생각나는맛이에요,5,5,5,5,2023-05-18 22:40:38,1,0,1147294
du**,"몬킹떡볶이/1(맵기 선택(맵기 4단계),수저 선택(수저 O),추가선택(셀프）김가루주먹밥 추가))",너무 배고파서 까먹고 ㅛㅏ진 못찍었는데 주먹밥이라도 찍은거 올릴게요 진심존맛탱 ㅜㅠㅠㅠㅠㅠㅠㅠㅠ,5,5,5,5,2023-05-17 23:03:56,1,0,1147294
ra**,"몬킹2인떡볶이/1(맵기 선택(맵기 1단계),수저 선택(수저 O)),모듬튀김 [1]/1,핫도그 토핑/1",맛있어요~맛나게 잘 먹었습니당~,5,5,5,5,2023-05-17 12:45:36,0,1,1147294
kj**,"몬킹오뎅떡볶이/1(맵기 선택(맵기 1단계),수저 선택(수저 O),튀김 추가선택(집게맛살튀김 추가（3개）))",맛나 맛나,4,4,4,4,2023-05-15 13:37:28,1,1,1147294
