UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
ee**,"리얼초코자바칩프라페/1(휘핑 선택(휘핑 미제공),당도 추가 선택(덜달게)),쿠키초코프라페/1(휘핑 선택(휘핑 미제공),당도 추가 선택(덜달게)),플레인밀크쉐이크/1(당도 추가 선택(덜달게))",네 번째 시켜먹습니다. 만족스럽습니다.,5,5,5,5.0,2023-05-17 14:56:33,0,1,1179103
jh**,"아메리카노/2(HOT or ICE 선택(ICE),샷 선택(선택 안함)),딸기요거트스무디/1,블루레몬에이드/1",최애 동네 커피맛집. 맛있게 먹었습니다,5,5,5,5.0,2023-05-16 17:20:57,0,1,1179103
jh**,"아메리카노 5＋1/1(HOT or ICE 선택1(ICE),샷 선택1(선택 안함),HOT or ICE 선택2(ICE),샷 선택2(선택 안함),HOT or ICE 선택3(ICE),샷 선택3(선택 안함),당도 추가 선택3(선택 안함),HOT or ICE 선택4(ICE),샷 선택4(선택 안함),HOT or ICE 선택5(ICE),샷 선택5(선택 안함),HOT or ICE 선택6(ICE),샷 선택6(선택 안함)),화이트마카다미아 쿠키/1",사장님도 친절하시고 동네 커피맛집. 최고,5,5,5,5.0,2023-05-16 17:20:05,0,1,1179103
ko**,"벨지움 생초콜릿 라떼/1,사과생크림와플/1(와플 선택(선택 안함)),뉴욕치즈케익/1",맛있고 와플도 눅눅하지 않게 크림은 따로 포장해서 보내주셔서 좋았어요!!,5,5,5,5.0,2023-05-12 09:50:02,1,0,1179103
jh**,"아메리카노/2(HOT or ICE 선택(ICE)),딸기요거트스무디/1,크루아상와플/2(와플 추가 선택(휘핑크림 추가))",커피가 맛있는 동네 맛집👍,5,5,5,5.0,2023-05-11 20:19:58,0,1,1179103
jh**,"아메리카노 5＋1/1(HOT or ICE 선택1(ICE),샷 선택1(선택 안함),HOT or ICE 선택2(ICE),샷 선택2(선택 안함),HOT or ICE 선택3(HOT),샷 선택3(선택 안함),당도 추가 선택3(선택 안함),HOT or ICE 선택4(ICE),샷 선택4(선택 안함),HOT or ICE 선택5(ICE),샷 선택5(선택 안함),HOT or ICE 선택6(ICE),샷 선택6(선택 안함)),시나몬카라멜와플/1(와플 옵션 선택(시나몬파우더 제공（시나몬카라멜 와플만 해당）),와플 선택(선택 안함))",동네 커피맛집. 최애 단골집이예요.,5,5,5,5.0,2023-05-07 11:09:34,0,1,1179103
ru**,"아메리카노 5＋1/1(HOT or ICE 선택1(ICE),HOT or ICE 선택2(ICE),HOT or ICE 선택3(ICE),HOT or ICE 선택4(ICE),HOT or ICE 선택5(ICE),HOT or ICE 선택6(ICE)),아메리카노/1(HOT or ICE 선택(ICE))","항상 자주 이용해요!
배달도 빠르고 맛있어요",5,5,5,5.0,2023-05-06 14:10:37,0,1,1179103
by**,"아메리카노/1(HOT or ICE 선택(HOT),샷 선택(선택 안함)),유자스무디/1,자몽허니과일티/1(HOT or ICE 선택(ICE)),더블샷 카라멜 팝콘/1",잘먹겠습니다 ! 감사합니다 !,5,5,5,5.0,2023-05-05 14:37:10,1,0,1179103
ee**,"딸기요거트스무디/1(당도 추가 선택(덜달게)),리얼초코자바칩프라페/1(휘핑 선택(휘핑 미제공),당도 추가 선택(덜달게)),플레인밀크쉐이크/1(당도 추가 선택(덜달게))",세 번째로 시켜먹어요. 맛있습니다.,5,5,5,5.0,2023-05-01 11:11:45,0,1,1179103
pi**,"딸기요거트스무디/1,팥절미밀크쉐이크/1(추가 선택(펄 추가 （ICE 음료만 가능）)),커피밀크쉐이크/1(당도 추가 선택(설탕시럽 1펌프 추가),추가 선택(펄 추가 （ICE 음료만 가능）)),사과생크림와플/1(와플 선택(선택 안함))","컴포즈 장안중앙점은 항상 이런 손편지가 같이 오네요! 음료 마실 때마다 기분이 좋아져요(ღ•͈ᴗ•͈ღ) 
음료도 꽉꽉 채워주시고 왕 맛있어요 집 근처에 컴포즈가 우후죽순으로 생기지만 굳이 먼 장안중앙점에 시키는 건 다 이유가 있답니다ㅎㅎㅎ 배달도 빨랐어요! 덕분에 즐거운 오후 보내용 감사합니다❤️",5,5,5,5.0,2023-04-21 15:15:51,1,0,1179103
