UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
yo**,"2인세트/1(떡볶이 선택（2인세트）(떡참떡볶이),맵기선택（로제,크림떡볶이,땡초마요 맵기 조절 불가）(순한맛),2인세트 떡선택(밀떡),세트 음료 선택(코카콜라 500mL))",이틀연속먹어도 맛있는맛 !!,5,5,5,5.0,2023-05-22 21:13:59,1,0,562448
yo**,"2인세트/1(떡볶이 선택（2인세트）(떡참떡볶이),맵기선택（로제,크림떡볶이,땡초마요 맵기 조절 불가）(순한맛),2인세트 떡선택(밀떡),세트 음료 선택(코카콜라 500mL))",진찌떡볶이찐이네요~^^튀김도맛있어요,5,5,5,5.0,2023-05-20 23:57:18,1,0,562448
si**,"1인세트/1(떡 선택(밀떡),떡볶이 선택(떡참떡볶이),맵기선택（로제,트러플, 땡초 맵기 조절 불가）(보통맛),세트 음료 선택(코카콜라 500mL 변경)),참치마요꼬마김밥 5줄/1,순대만/1",리뷰가 늦어 죄송합니다..정말 맛있게 잘 먹었습니다..또 주문하겠습니다..,5,5,5,5.0,2023-05-13 19:24:31,1,0,562448
ak**,"[3,500원] 떡참떡복이/2(떡 선택(밀떡),맵기 선택(보통맛)),모듬튀김/1,순대만/1",떡볶이가 진짜 맛있어요! 냠,5,5,5,0.0,2023-05-05 14:39:37,1,1,562448
wl**,"[꾸덕1위] 떡참로제떡볶이/1(떡 선택(누들밀떡),로제떡볶이 선택(크림로제떡볶이),단무지 추가선택 （기본제공x）(반달단무지)),참치마요꼬마김밥 5줄/1,폭탄감자/1","넘 맛있어요. 근데 정말 떡이랑 국물만 있다라구요..
후기보면 비앤나랑 메추리알도 좀 들어있던데..",5,5,5,5.0,2023-05-05 01:31:22,1,0,562448
li**,"2인세트/1(떡선택（2인세트）(밀떡),떡볶이 선택（2인세트）(떡참떡볶이),맵기선택（로제,트러플, 땡초 맵기 조절 불가）(보통맛),세트 음료 선택(스프라이트 500mL 변경))",적당히 달달하고 떡볶이는 맛있는데 참치주먹밥은 느끼해서 떡볶이 소스에 찍어먹었어요,5,5,5,5.0,2023-04-29 12:15:03,0,1,562448
zz**,"[꾸덕1위] 떡참로제떡볶이/1(떡 선택(구슬쌀떡),로제떡볶이 선택(매콤로제떡볶이),단무지 추가선택 （기본제공x）(반달단무지)),순살치킨 400g/1,순대만/1,대빵징어 1개/2",떡참은사랑입니다조어요,5,5,5,5.0,2023-04-22 23:52:38,1,0,562448
dn**,"[3,500원] 떡참떡복이/1(떡 선택(밀떡),맵기 선택(매운맛)),[3,500원] 떡참떡복이/1(떡 선택(구슬쌀떡),맵기 선택(보통맛)),기본주먹밥/1,순대튀김/1,반달 단무지/1",배달도 빠르고 맛있게 잘먹었습니다,5,5,5,5.0,2023-04-20 17:09:40,1,0,562448
qh**,"[3,500원] 떡참떡복이/1(떡 선택(밀떡),맵기 선택(보통맛)),순살치킨 250g ＋ 알새우칩/1,김말이 3개/1,어묵튀김 5개/1,튀김만두 4개/1,반달 단무지/1","유튜브보다가 바뀌엇다고해서 시켰는데
양도 푸짐하고 여러가지를 같이먹을수잇어서
너무좋아요 맛잇어요 다음에 또시켜먹을께요♡",5,5,5,5.0,2023-04-20 14:47:11,1,0,562448
tz**,"[3,500원] 떡참떡복이/1(떡 선택(밀떡),맵기 선택(보통맛),토핑 추가선택(모짜치즈 추가)),순살치킨 250g ＋ 알새우칩/1,햄마요꼬마김밥 5줄/1,반달 단무지/1",떡볶이 국물 맛있어요 튀김이랑 잘 맞네요,5,5,5,4.0,2023-04-12 18:34:14,1,1,562448
