UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
pe**,족발 앞발（대）/1(기본 서비스 선택(물냉면)),족발은 잭아저씨가 최고에요~!,5,5.0,5.0,5.0,2023-05-21 21:28:11,0,1,235667
du**,불족발 뒷발（중）/1(기본 서비스 선택(물냉면)),"너무 맛있어요 늘 리뷰이벤트로 셀프날치알주먹밥 선택하는데 밥마저 맛나요
남자친구랑 맛있게 먹었습니다",5,5.0,5.0,5.0,2023-05-21 16:20:38,1,0,235667
ha**,"1인 족발뒷발/1(1인 족발 변경(일반 족발),기본서비스 선택(막국수))",맛있게 잘 먹었습니다,5,5.0,5.0,5.0,2023-05-20 21:43:12,1,0,235667
ru**,"1인 보쌈/1(1인 보쌈 변경(일반 보쌈),기본서비스 선택(물냉면))",맛있어요 ㅎㅎ 서비스 감사해요 ^_^ 번창하세용,5,5.0,5.0,5.0,2023-05-20 20:53:58,1,0,235667
oy**,"보쌈/1(보쌈 사이즈 선택(中),기본 서비스 선택(막국수))",맛있게 잘 먹었습니다,5,5.0,5.0,5.0,2023-05-20 20:23:44,1,0,235667
vl**,"1인 보쌈/1(1인 보쌈 변경(일반 보쌈),기본서비스 선택(뚱캔콜라))","맛있게 잘 먹었습니다.
맛있어서 여기서 자주 시켜먹네요 다른데보다 맛있어요!",5,5.0,5.0,5.0,2023-05-20 19:03:21,0,1,235667
ne**,"보쌈/1(보쌈 사이즈 선택(中),기본 서비스 선택(불 물냉면),사이드 추가(날치알 주먹밥))",고기에 수분이 거의없어서 너무 뻑뻑하네요 ㅠ,3,1.0,2.0,5.0,2023-05-18 19:38:32,0,1,235667
wq**,"반반보쌈（보쌈＋불보쌈）/1(보쌈 사이즈 선택(小),기본 서비스 선택(막국수))","맛도 좋고 양도 미쳤어요~
족발 보쌈 시킬거면 또 여기서 시킬게요!",5,5.0,5.0,5.0,2023-05-18 09:49:35,1,0,235667
he**,족발 앞발（대）/1(기본 서비스 선택(막국수)),"원래 보족셋트 먹는데, 오늘은 족발만 시켜먹었어요! 셋트만 먹어서 앞다리 뒷다리 잘 몰랐는데, 친절하게 설명해주셔서 앞다리로 주문해서 맛있게 먹었습니다!  정말 잭아저씨 짱짱!",5,5.0,5.0,5.0,2023-05-17 04:46:30,1,0,235667
zy**,"1인 족발뒷발/1(1인 족발 변경(일반 족발),기본서비스 선택(계란찜))","부드럽고 맛았어요
서비스로 주신 계란찜도 너무 좋아요
잭아저씨 쵝오",5,5.0,5.0,5.0,2023-05-15 18:11:57,1,0,235667
hu**,"보쌈/1(보쌈 사이즈 선택(中),기본 서비스 선택(막국수))",너무 푸짐하고 따뜻한 상태로 왔어요! 자기전까지 배부르네요. 부모님도 만족하셨어요 ㅎㅎ,5,5.0,5.0,5.0,2023-05-13 23:58:39,1,0,235667
lj**,"반반족발（족발＋불족발）/1(족발 사이즈 선택(大),기본 서비스 선택(주먹밥))","감사합니다 
잘 먹었습니다 ~^^",5,5.0,5.0,5.0,2023-05-13 10:41:22,1,0,235667
ma**,족발 앞발（대）/1(기본 서비스 선택(막국수)),"매번 맛있고 든든하게 잘 먹고있습니다!!
부모님집에서 족발은 여기서만 시켜 먹어요!",5,5.0,5.0,5.0,2023-05-12 13:14:29,1,0,235667
fl**,"1인 족발앞발/1(1인 족발 변경(일반 족발),기본서비스 선택(주먹밥))",요 근래 먹은 족발중에 젤 맛있었어요 앞으로는 여기서만 족발 시키는걸로!,5,5.0,5.0,5.0,2023-05-11 19:21:52,1,0,235667
se**,"보족세트（족발＋보쌈）/1(세트 사이즈 선택(小),기본 서비스 선택(물냉면))",족발보쌈 넘 맛있어요~ 물냉도 맛있네요~,5,5.0,5.0,5.0,2023-05-11 16:26:03,1,0,235667
