UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
wk**,"돼지갈비찜/1(사이즈 선택(小),맛 선택(1단계（신라면보다 더 매운맛）),서비스 선택(（小,中,大）공기밥 2개),안 받을래요 빼주세요(눈꽃치즈（빼주세요）))",아..먹느라 사진을 못찍었어요 맛있어요 진짜,5,5,5,5.0,2023-05-22 22:14:27,0,1,386235
wn**,"순살닭볶음탕/1(사이즈 선택(싱글),맛 선택(0.5단계（신라면보다 순한맛）),서비스 선택(（싱글）공기밥 1개),안 받을래요 빼주세요(깍두기（빼주세요）),안 받을래요 빼주세요(오이지（빼주세요）),안 받을래요 빼주세요(수저,포크（빼주세요）),공기밥 ／ 사리 추가선택(공기밥 추가))",존맛탱입니다 ㅎㅎ 종종 시켜먹는 맛집,5,5,5,5.0,2023-05-22 18:47:41,1,0,386235
wo**,"닭도리탕/1(사이즈 선택(한마리반),맛 선택(0.5단계（신라면보다 순한맛）),서비스 선택(（한마리반） 공기밥 2개),안 받을래요 빼주세요(국물많이),안 받을래요 빼주세요(깍두기（빼주세요）),안 받을래요 빼주세요(오이지（빼주세요）),안 받을래요 빼주세요(수저,포크（빼주세요）),음료수 추가선택(코카콜라 1.25L 추가))",처음 시켜 먹어 보는데 닭도리탕 간도 양도 맛도 모두 만족스러웠어요 다음에는 다른 메뉴도 시켜 먹어 볼게요,5,5,5,5.0,2023-05-20 19:07:47,1,0,386235
sk**,"순살안동찜닭/1(사이즈 선택(小),맛 선택(2단계（많이 매운맛）),서비스 선택(（小,中,大）공기밥 2개))",놀러와서 먹었어요 구성 깔끔하고 양도 푸짐 맛도 최고였어요!,5,5,5,5.0,2023-05-20 16:46:11,1,0,386235
ju**,"닭도리탕/1(사이즈 선택(반마리),맛 선택(0.5단계（신라면보다 순한맛）),서비스 선택(스프라이트 500ml 로 변경),안 받을래요 빼주세요(수저,포크（빼주세요）))",존맛탱 닭도리탕 먹고싶을때 또 시킬게요 잘먹었습니다,5,5,5,5.0,2023-05-20 13:14:39,1,0,386235
wo**,"닭도리탕/1(사이즈 선택(한마리),맛 선택(1단계（신라면보다 더 매운맛）),서비스 선택(（한마리） 공기밥 2개),안 받을래요 빼주세요(국물많이),안 받을래요 빼주세요(깍두기（빼주세요）),안 받을래요 빼주세요(오이지（빼주세요）),묵은지 추가선택(묵은지 추가))",맛있게 잘 먹었어용ㅎ오오유유유,5,5,5,5.0,2023-05-19 11:52:04,1,0,386235
db**,"닭갈비/1(사이즈 선택(小),맛 선택(0.5단계（신라면보다 순한맛）),서비스 선택(（싱글）공기밥 1개),안 받을래요 빼주세요(국물많이),공기밥 ／ 사리 추가선택(고구마튀김 4개 추가),공기밥 ／ 사리 추가선택(우동사리 추가))",배달 빠르고 맛있어요 감사합니다,5,5,5,5.0,2023-05-18 18:42:05,0,1,386235
th**,"순살닭볶음탕/1(사이즈 선택(小),맛 선택(2단계（많이 매운맛）),서비스 선택(（小,中,大）공기밥 2개),안 받을래요 빼주세요(국물많이),안 받을래요 빼주세요(깍두기（빼주세요）),안 받을래요 빼주세요(오이지（빼주세요）),안 받을래요 빼주세요(수저,포크（빼주세요）))",항상 맛있는 닭도리탕 맛집 👍,5,5,5,5.0,2023-05-17 20:27:41,1,0,386235
vi**,"닭도리탕/1(사이즈 선택(한마리),맛 선택(3단계（아주 매운맛）),서비스 선택(（한마리） 공기밥 2개),안 받을래요 빼주세요(국물많이))",맛있게 잘 먹었습니다 :),5,5,5,5.0,2023-05-17 14:12:06,1,0,386235
su**,"순살닭볶음탕/1(사이즈 선택(中),맛 선택(0.5단계（신라면보다 순한맛）),서비스 선택(（小,中,大）공기밥 2개),안 받을래요 빼주세요(국물많이),안 받을래요 빼주세요(깍두기（빼주세요）),안 받을래요 빼주세요(오이지（빼주세요）),안 받을래요 빼주세요(수저,포크（빼주세요）),음료수 추가선택(코카콜라 1.25L 추가)),주먹밥/2",잘먹었습니다~~~~~,5,5,5,5.0,2023-05-17 00:14:05,1,0,386235
