UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
se**,"매운돼지갈비찜/1(갈비찜 사이즈 선택(小),맛 선택(1단계 신라면 보다 매움),서비스 선택(쿨피스（450ml）))",맛있게 잘먹었습니다 감사합니다,5,5.0,5.0,5.0,2023-05-21 02:34:51,1,0,81709
si**,"우거지감자탕/1(감자탕 사이즈 선택(小),우거지 추가선택(우거지 추가),서비스 선택(공기밥 2개))",양이 소자인데도 이렇게나 많습니다. 그런데 오늘은 꽤나 매웠어요 ㅠ 마침 매운게 땡겼긴했는데 ㅋㅋㅋ 전에 주문했을때와는 맵기가 달라서 좀 놀랬습니다.,4,4.0,5.0,5.0,2023-05-14 22:31:12,1,1,81709
db**,"우거지감자탕/1(감자탕 사이즈 선택(小),서비스 선택(스프라이트 500ml 로 변경))",굿,5,5.0,5.0,5.0,2023-05-14 19:49:12,1,0,81709
ly**,"우거지감자탕/1(감자탕 사이즈 선택(中),서비스 선택(공기밥 2개))",여기는 시킬때마다 맛있어요. 서비스로 주신것까지 잘 먹었습니다. 음식도 따뜻하게 와서 아주 맛있게 먹었습니다. 다만 소스 빼달라고 했는데 주셔서 좀 아쉬웠어요ㅠㅠㅠㅠ 그거 외엔 완벽했습니다. 국물맛도 진해서 밥이랑 먹기에도 좋았어요.,5,5.0,5.0,5.0,2023-05-14 14:46:41,1,0,81709
so**,"우거지감자탕/1(감자탕 사이즈 선택(中),서비스 선택(서비스 안 받을래요))",양도 많고 맛있는 감자탕입니다 ㅎㅎ 다음에 또 시킬게요!,5,5.0,5.0,5.0,2023-05-13 18:31:39,0,1,81709
zz**,"얼큰감자탕/1(감자탕 사이즈 선택(小),서비스 선택(공기밥 2개))",처음 시켜봤는데 맛있네요,5,5.0,5.0,5.0,2023-05-11 23:35:19,1,0,81709
dd**,"얼큰감자탕/1(감자탕 사이즈 선택(小),서비스 선택(공기밥 2개))",맛있고 같이 온 반찬들도 맛있어요,5,5.0,5.0,5.0,2023-05-09 20:45:51,1,0,81709
k1**,"우거지감자탕/1(감자탕 사이즈 선택(中),서비스 선택(공기밥 2개),공기밥 ／ 주먹밥 추가선택(공기밥 1개))",맛있게 잘 먹었습니다.,5,5.0,5.0,5.0,2023-05-05 15:24:45,1,0,81709
jd**,"우거지감자탕/1(감자탕 사이즈 선택(中),서비스 선택(쿨피스（450ml）))","첫주문인데  와이프와 만족하면 먹었습니다.
재주문각~",5,5.0,5.0,5.0,2023-05-02 16:13:21,1,0,81709
dh**,"우거지감자탕/1(감자탕 사이즈 선택(小),서비스 선택(공기밥 2개))",양도 많고 맛잇고 자주 시킬 듯,5,5.0,5.0,5.0,2023-05-01 23:43:49,1,0,81709
gt**,"얼큰감자탕/1(감자탕 사이즈 선택(小),서비스 선택(쿨피스（450ml）))",잘먹었습니다,5,5.0,5.0,5.0,2023-04-29 18:22:17,1,0,81709
yo**,"우거지감자탕/1(감자탕 사이즈 선택(小),서비스 선택(코카콜라 500ml 로 변경),사리 추가선택(김말이튀김 6개 추가),사리 추가선택(감자 추가))",국물이 시원하네요 맛있게 먹었습니다,5,5.0,5.0,5.0,2023-04-24 23:03:55,1,0,81709
fk**,"얼큰감자탕/1(감자탕 사이즈 선택(小),서비스 선택(공기밥 2개),사리 추가선택(메추리알 10개 추가))","잘먹었습니다
담에또주문할께요",5,5.0,5.0,5.0,2023-04-23 18:52:26,1,0,81709
di**,"얼큰감자탕/1(감자탕 사이즈 선택(小),서비스 선택(서비스 안 받을래요))","자주 시켜먹는 단골인데 사진 못 찍어서 진짜 죄송합니다...
감자탕 소짜 시켜봤는데 감자3덩이+고기4덩이 있었고, 시래기 듬뿍 넣어주셨어요^^
고기 덩이가 크고 튼실해서 좋고 아주 부드러운 살코기는 아닙니다. 와사비소스도 아주 맛나요!",5,5.0,5.0,5.0,2023-04-19 17:18:23,0,1,81709
k1**,"우거지감자탕/1(감자탕 사이즈 선택(中),서비스 선택(공기밥 2개),공기밥 ／ 주먹밥 추가선택(공기밥 1개))",맛있게 잘 먹었습니다,5,5.0,5.0,5.0,2023-04-16 11:07:25,1,0,81709
je**,"우거지감자탕/1(감자탕 사이즈 선택(大),서비스 선택(쿨피스（450ml）))",아주 잘 먹었습니다!,5,5.0,5.0,5.0,2023-04-15 16:45:03,0,1,81709
jj**,"얼큰감자탕/1(감자탕 사이즈 선택(小),서비스 선택(공기밥 2개))","양도푸짐하고 알싸하게 얼큰한맛이 너무맛있었네요
감자탕이생각나면 또 시켜먹고싶은맛입니다!",5,5.0,5.0,5.0,2023-04-08 01:12:37,1,0,81709
