UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
sm**,스팸 김치찜/1(사이즈 선택(중（공기밥2＋김2）)),"사진은  찍기좀 그래서 못찍어네요
 제가착각을 해서  국물이 있는건줄알고  암튼 그래도그냥 다들 잘 드셨네요  
감사합니다   번창하세요 담엔  국물로 시킬게요 ㅎㅎ",5,5,5,5,2023-05-16 12:22:44,0,1,1004649
sa**,"국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）),추가 선택(두부 추가))",진짜마싯음!! ㅠ 환장해요,5,5,5,5,2023-05-12 16:54:29,1,0,1004649
so**,"국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),칠성사이다 1.25L/1",역시나 맛있게 잘먹었습니다~^^,5,5,5,5,2023-04-27 21:51:14,0,1,1004649
lo**,"국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）),추가 선택(두부 추가))","처음 시켜봤는데 너무 맛있어요♡
김치도 푸욱 익어서오고 다음에 또 시켜먹을게요",5,5,5,5,2023-03-30 15:28:02,1,0,1004649
ha**,국물 스팸 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),김치찜에 들어가는 돼지고기 싫어해서 스팸으로 시킨건데 스팸보다 고기가 더 많네요 사장님..,3,5,5,5,2023-03-28 19:31:06,1,1,1004649
ha**,"목살 김치찜/1(사이즈 선택(소（공기밥2＋김1）),추가 선택(목살 추가))",제가 좋아하는. 김치찜맛집. 쵝옵니다,5,5,5,5,2023-03-16 16:36:35,1,0,1004649
gp**,"반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）),추가 선택(두부 추가))","어제에이어 오늘두번째 알찜도 너무 굳!.이틀짼 저희남편도 맛있다고 ㅎㅎ
굳 초이스 
맛있는 선물도 잘 먹었습니딘.",5,5,5,5,2023-03-03 20:50:22,0,1,1004649
gp**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(순한맛))",배달시킨음식중에서도 여긴 이틀째 먹었도 맛있습니다. 배가고팠는데 엄청맛나게 정신없이 입으로 들어가느랴 사진 패스 ㅋㅋ,5,5,5,5,2023-03-03 20:48:58,0,1,1004649
sa**,국물 스팸 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),배.땡 취소되서 요기여로 시켰는데 양이 어마무시해여 맛도잇어요 ㅠㅠ 밥이 좀 너무 질긴햇는데 1.5인분짜리도 양이 엄청 많을구같아요 목살 스팸 반반 들어잇어서 조앗어요 찜누르고 갑니다 잘먹엇습니다 김치찜 마싯는데 업엇는데 찾앗습니다 드디어,5,5,5,5,2023-03-03 12:55:09,1,0,1004649
fk**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(매운맛))","너무 맛있어요
양은 배가 큰 성인 두명이서 풍족하게 먹을 수 있어요-식사
안주용이면 더 풍족할 수 있는  양입니다.",5,5,5,5,2023-03-02 16:41:23,1,0,1004649
so**,"국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),칠성사이다 1.25L/1",항상 맛있게 잘먹구있어요~^^,5,5,5,5,2023-02-07 10:59:19,1,0,1004649
ao**,"국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）),추가 선택(공기밥 추가))",양도 많고 맛있어요!,5,5,5,5,2023-02-02 01:39:10,1,0,1004649
qz**,"듬뿍듬뿍 해물찜/1(사이즈 선택(소),맛 선택(순한맛),추가 선택(알 추가)),공기밥 추가/2",양많고 맛있고 요청사하유잘들어주셔서 감사합니다,5,5,5,5,2023-01-23 17:04:31,0,1,1004649
so**,국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),역시나 맛있게 잘먹었습니다 ♡,5,5,5,5,2023-01-19 20:07:49,1,0,1004649
sp**,"듬뿍듬뿍 해물찜/1(사이즈 선택(소),맛 선택(순한맛))","양이 엄청 많아요~!!!ㅎㅎ 맛도 엄청 맛있어요!!
단골 될께요~!",5,5,5,5,2023-01-04 17:35:08,1,0,1004649
sk**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(중간맛),추가 선택(소라 추가)),공기밥/5","사장님 너무 친절하시고 맛도 너무맛있어요 알찜 처음시켜보는데
냄새부터 너무 좋아요ㅎ 
맛있게해주셔서 감사합니다 사장님쵝오!!",5,5,5,5,2022-12-22 01:27:08,1,0,1004649
lo**,"오동통 쫄깃 낙지찜/1(사이즈 선택(소),맛 선택(중간맛)),공기밥/2",낙지찜 맛있었어요 ㅎㅎ 중간맛 좀 매콤해요! 근데 계란찜은 조금 비렸어요~!!,5,5,5,5,2022-12-21 20:21:22,1,0,1004649
de**,삼겹 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),"와 진짜,,너무맛있아여 계속 김치찜 아른거렸는게 딱 생각했던 맛 그대로ㅠㅠㅠ 잘먹었습니더!!",5,5,5,5,2022-12-18 19:23:11,0,1,1004649
ba**,국물 스팸 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),아 김치찜은 사랑입니다 해장하고싶단말에 김치찜 재주문 버튼을 뙇! 하하하하하 양도 맛도 백점 만점에 백점이죠 계란찜도 너무 감사히 잘 먹었습니다 김치찜 금단현상 오면 또 재주문하러 올께요,5,5,5,5,2022-12-18 14:33:24,1,0,1004649
so**,국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),국물이.최고예요 근데ㅜ반반이라 스팸고기반반인줄알앗는데.삼겹목살반반이었습니다!,5,5,5,5,2022-12-18 12:35:56,1,0,1004649
y1**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(중간맛))",너무맛잇어요 간이 짭쪼름,5,5,5,5,2022-12-16 20:06:59,1,0,1004649
손님,"국물 스팸 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),스팸 추가/1,칠성사이다 1.25L/1","양이 엄청 푸짐하고 맛있어요
배🛵민 주문 7번 취소 되고 8번 만에 요기오로 넘어 와서 주문한건데 탁월한 선택이였어요 
진짜 엄마가 해 주는 맛이예요 ㅠㅠ감사합니다👍",5,5,5,5,2022-12-15 21:55:55,1,0,1004649
ra**,국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),"배고파서 폭풍흡입하느라 사진을 못찍어서 저번에 찍어놨던거 다시올리네용~
역쉬나 맛있게 잘먹었어요~~
언제나 시켜도 늘 똑같은맛♡존맛탱 이구용~~
앞으로도 변함없을거라 믿어 의심치 않습니당~
맛난음식 감사해요♡♡",5,5,5,5,2022-12-13 00:22:06,1,0,1004649
ba**,국물 스팸 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),역시 최고입니다 맛도 맛인데 양도 진짜 어마무시하네요 와 저희 커플이 최소 두끼는 먹는거같아요 식사로도 좋고 해장하기도 좋네요 계란찜도 감사히 잘 먹었습니다 너무 맛있어요!! 다음에 김치찜이 생각나면 또 올께요,5,5,5,5,2022-12-04 19:16:30,1,0,1004649
ss**,국물 삼겹 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),체고..양 많음 진짜 많음 ..개많음,5,5,5,5,2022-12-02 11:30:00,1,0,1004649
co**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(순한맛),추가 선택(곤이 추가))",식재료가 신선해서 맛있었습니다,5,5,5,5,2022-11-25 15:52:15,0,1,1004649
so**,국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),"집밥같은 국물김치찜~^^
이곳 안지 얼마안됬지만 요기서만 시켜먹어용~~^^",5,5,5,5,2022-11-13 03:17:43,1,0,1004649
eu**,"순살아구찜/1(사이즈 선택(소),맛 선택(중간맛))",너무 맛있었어요~ 다음에 또 시켜먹을게요~ 양도많고 맛있게맵고 좋아요 서비스로주신 미역국이랑 새우튀김서비스도 너무 맛있었구~ 감사합니당 잘먹었습니당~ 배달시켜놓고 잠든건 죄송...헤헤,5,5,5,1,2022-11-05 04:29:22,0,1,1004649
go**,국물 삼겹 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),항상 시켜먹던 곳입니다. 적당히새콤해서 좋았구요 밥빼달라고 말씀드렸더니 고기를 많이 주신건지 양도 많았어요! 아 근데 이번에 반찬은 깜빡하신거같아요;; 그래도 계란찜도 서비스주시고 해서 충분히 잘먹었습니다,5,5,5,5,2022-11-01 14:46:40,1,0,1004649
ra**,국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),최공~~~~~~!!!!!,5,5,5,5,2022-10-23 11:21:12,1,0,1004649
ss**,국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),급하게 먹느라 사진은 없지만 남자친구랑 둘이 배 터지게 먹고 다음날에도 먹음 .. 양 .. 개많음 .. 지짜 …,5,5,5,5,2022-10-20 23:59:51,0,1,1004649
kt**,"국물 반반 김치찜/1(사이즈 선택(소（공기밥2＋김1）)),왕새우튀김（5개）/1","언제나 맛있게 푸짐하게 잘 먹고있습니다
번창하세요😊",5,5,5,5,2022-10-20 11:14:20,1,0,1004649
ba**,"국물 스팸 김치찜/1(사이즈 선택(소（공기밥2＋김1）),추가 선택(두부 추가))",김치찜 최고에요!! 김치찜은 여기서만 시켜요 전에 새우찜도 먹어봤는데 역시나 최고였지요 헤헤 서비스로 주신 계란찜도 감사히 잘 먹었습니다 다음에 또 생각나면 주문할께요,5,5,5,5,2022-10-16 15:58:48,1,0,1004649
so**,국물 반반 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）)),맛있게 잘먹었습니다^^,5,5,5,5,2022-10-11 21:34:30,1,0,1004649
ha**,"목살 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）),추가 선택(목살 추가))",뭐 항상 최고입니다. ㅎㅎ 단골집입니다. 강추고 재주문 의사?  거의 한달에 세네번은 먹는듯 하네요,5,5,5,5,2022-10-08 09:31:03,0,1,1004649
hy**,목살 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）)),맛있게 잘 먹었습니다,5,5,5,5,2022-10-02 14:59:44,1,0,1004649
es**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(순한맛)),국물 스팸 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）))",맛있게 잘 먹었어요 서비스도 감사합니다,5,5,5,5,2022-09-30 12:26:20,1,0,1004649
13**,국물 목살 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）)),"엄청 맛있어요
다음에 또 주문할게요",5,5,5,5,2022-09-15 23:08:31,1,0,1004649
do**,"토실토실 알찜/1(사이즈 선택(중),맛 선택(중간맛))",맛있게 잘먹었습니다,5,5,5,5,2022-09-13 00:15:28,1,0,1004649
oi**,"토실토실 알찜/1(사이즈 선택(소),맛 선택(순한맛),추가 선택(알 추가))",너무 맛있게 먹어서 감사합니다,5,5,5,5,2022-09-06 00:06:07,1,0,1004649
na**,"순살아구찜/1(사이즈 선택(소),맛 선택(순한맛))",잘 먹었습니다 번창하세요,5,5,5,5,2022-08-29 11:50:12,1,0,1004649
kt**,국물 반반 김치찜/1(사이즈 선택(중（반찬＋공기밥2＋김2）)),"김치찌개는 여기에서만 시켜먹을꺼에요
넘넘 맛있어요 🤩🥰",5,5,5,5,2022-08-18 16:56:07,1,0,1004649
ha**,"목살 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）),추가 선택(목살 추가))",항상 최곱니다 리뷰이벤트 안했습니다. 안하고 쓰는 진짜 리얼 리뷰입니다. 사진은 ㅠㅠ 못냄겼어요,5,5,5,5,2022-08-17 22:14:57,0,1,1004649
dl**,"듬뿍듬뿍 해물찜/1(사이즈 선택(소),맛 선택(순한맛))",양 많고 맛있어요!!!,5,5,5,5,2022-08-13 12:02:20,0,1,1004649
oj**,삼겹 김치찜/1(사이즈 선택(소（반찬＋공기밥2＋김1）)),항상 김치찜은 여기서 시켜먹어요!,5,5,5,5,2022-08-07 19:29:10,1,0,1004649
