UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,HasPicture,BiasFree,RestaurantID
y2**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(2단계（중간매운맛）),마유（얼얼한맛）선택(마유 많이 加麻),단무지 선택(단무지 黄萝卜 O),고기 추가 선택(양고기 羊肉 100g 추가),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(알배추 白菜 추가),추가 선택(쑥갓 茼蒿 추가),추가 선택(목이버섯 黑木耳 추가),추가 선택(새송이버섯 杏鲍菇 추가),추가 선택(푸주 腐竹 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(실면 龙须粉丝 추가),꼬치 추가 선택(햄 火腿 추가),꼬치 추가 선택(문어완자 墨鱼丸（3알）추가),꼬치 추가 선택(새우완자 虾丸（3알）추가),꼬치 추가 선택(메추리알 鹌鹑蛋（4알）추가),꼬치 추가 선택(두부모양피시볼 鱼豆腐（3알）추가),꼬치 추가 선택(유부꼬치 油豆腐（3조각）추가),꼬치 추가 선택(게맛살 蟹棒（3조각）추가)),미니전/1",마라탕보다는 마라샹궈가 진짜네요. 근데 전화로 약속하신걸 안지켜주셨네요,5,5,5,5.0,2023-04-25 19:32:23,1,0,1130487
zp**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(3단계（아주매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(숙주나물 绿豆芽 추가),추가 선택(알배추 白菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(느타리 姬菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(두부피 豆腐皮 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(샤부 뉴진맨 牛筋面粗 추가),추가 선택(실면 龙须粉丝 추가),꼬치 추가 선택(탈각새우（4마리）추가))",내기준 최고의 가성비 마라샹궈 맛집.,5,5,5,5.0,2023-04-22 17:55:01,1,0,1130487
zp**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(3단계（아주매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(숙주나물 绿豆芽 x 2 추가),추가 선택(알배추 白菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(일반당면 粉条 추가),추가 선택(실면 龙须粉丝 추가),꼬치 추가 선택(탈각새우（4마리）추가))",가성비 굳!! 넘 맛있다 실면 강추,5,5,5,5.0,2023-04-20 15:45:14,1,0,1130487
y2**,"[10월ㄹi부이벤 소&]셀프마라탕（추천）自选/1(매운맛단계 선택(1단계（신라면）),땅콩소스（마라탕육수에 기본）맛 선택(땅콩소스 정상 正常 （추천）),마유（얼얼한맛）선택(마유소스（얼얼한맛）추가),단무지 선택(단무지 黄萝卜 X),추가 선택(알배추 白菜 추가),추가 선택(쑥갓 茼蒿 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(목이버섯 黑木耳 추가),추가 선택(푸주 腐竹 추가),꼬치 추가 선택(문어완자 墨鱼丸（3알）추가),꼬치 추가 선택(새우완자 虾丸（3알）추가),꼬치 추가 선택(메추리알 鹌鹑蛋（4알）추가),꼬치 추가 선택(유부꼬치 油豆腐（3조각）추가)),미니전/2","여러가지 실수가 있으셨지만 친절하게 대응 잘 해주셔서 괜찮았습니다. 
다음에는 얼얼함 훨씬 더 강하게 부탁드립니다.",4,4,5,5.0,2023-04-17 18:45:06,1,1,1130487
zp**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(3단계（아주매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(숙주나물 绿豆芽 추가),추가 선택(얼갈이 小白菜 추가),추가 선택(연근 藕片 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(일반당면 粉条 추가),추가 선택(실면 龙须粉丝 추가),꼬치 추가 선택(탈각새우（4마리）추가),꼬치 추가 선택(유부꼬치 油豆腐（3조각）추가))",가성비 최고. 가성비 최고!!!,5,5,5,5.0,2023-04-12 22:38:00,1,0,1130487
po**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(2단계（중간매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 X),고기 추가 선택(양고기 羊肉 200g 추가),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 x 2 추가),추가 선택(목이버섯 黑木耳 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(넓적당면 宽粉 x 2 추가),추가 선택(실면 龙须粉丝 추가)),공기밥/1",양이많고 맛있습니다!,5,5,5,5.0,2023-04-10 19:39:05,1,0,1130487
gh**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(2단계（중간매운맛）),마유（얼얼한맛）선택(마유 많이 加麻),단무지 선택(단무지 黄萝卜 O),고기 추가 선택(양고기 羊肉 100g 추가),고기 추가 선택(양고기 羊肉 200g 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(건두부 干豆腐 x 2 추가),추가 선택(푸주 腐竹 추가),추가 선택(두부피 豆腐皮 추가))",맛있게 잘 먹었어요~ ㅎㅎ,5,5,5,5.0,2023-04-09 11:15:51,1,0,1130487
wm**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(1단계（조금매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O),고기 추가 선택(소고기 牛肉 100g 추가),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(알배추 白菜 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(새송이버섯 杏鲍菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(분모자 粉耗子 추가),꼬치 추가 선택(탈각새우（4마리）추가)),공기밥/1",오픈되어 있으면 한번 먹어보세요 여기 주변에서 최고 맛과 가성비!,5,5,5,5.0,2023-04-09 01:21:03,0,1,1130487
gk**,"마라탕（밥 고기 미포함）/1(사이즈 선택(2인분),매운맛단계 선택(1단계（신라면）),땅콩소스（마라탕육수에 기본）맛 선택(땅콩소스 정상 正常 （추천）),마유（얼얼한맛）선택(기본 마유 正常 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(팽이버섯 金针菇 추가),추가 선택(백목이버섯 银耳 추가),추가 선택(건두부 干豆腐 x 2 추가),추가 선택(푸주 腐竹 x 2 추가),꼬치 추가 선택(두부모양피시볼 鱼豆腐（3알）추가))",양이 엄청 많아요 잘 먹었습니다,5,5,5,5.0,2023-04-08 20:14:36,1,0,1130487
zp**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(3단계（아주매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(숙주나물 绿豆芽 추가),추가 선택(알배추 白菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(샤부 뉴진맨 牛筋面粗 추가),추가 선택(일반당면 粉条 추가),꼬치 추가 선택(탈각새우（4마리）추가))","많이 좋아졌습니다 다시 돌아옵니다......
가성비는 절대 여기 못따라와요
근데 3단계 더 매웠으면......ㅋㅋ",5,5,5,5.0,2023-04-08 20:03:31,1,0,1130487
ok**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(2단계（중간매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 X),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(팽이버섯 金针菇 x 2 추가),추가 선택(목이버섯 黑木耳 추가),추가 선택(새송이버섯 杏鲍菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(얼린두부 冻豆腐（5개）추가),추가 선택(넓적당면 宽粉 x 2 추가),꼬치 추가 선택(햄 火腿 추가))",너무 맛있게 잘 먹었어요,5,5,5,5.0,2023-04-07 02:05:28,1,0,1130487
ma**,"마라탕（밥 고기 미포함）/1(사이즈 선택(1인분),매운맛단계 선택(2단계（불닭면）),땅콩소스（마라탕육수에 기본）맛 선택(땅콩소스 정상 正常 （추천）),마유（얼얼한맛）선택(기본 마유 正常 （추천）),단무지 선택(단무지 黄萝卜 O),꼬치 추가 선택(새우완자 虾丸（3알）추가),꼬치 추가 선택(（NEW）옥수수소제지 （1줄） 추가),소스 추가 선택(매운소스（고추기름）추가)),공기밥/1",맛있게 잘 먹었습니다,5,5,5,5.0,2023-04-06 13:22:13,1,0,1130487
zp**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(3단계（아주매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(숙주나물 绿豆芽 추가),추가 선택(얼갈이 小白菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(솔모양 오징어 鱿鱼花（4개）추가),추가 선택(샤부 뉴진맨 牛筋面粗 추가),추가 선택(일반당면 粉条 추가),추가 선택(감자수제비 土豆面片 추가),꼬치 추가 선택(탈각새우（4마리）추가))","한동안 위생 문제로 회피했던 '단골집'입니다......
간만에 혹시나 싶어 주문했어요 부디 달라졌길 바라며......
역시 가성비는 좋습니다 제발 위생만 신경쓴다면......
여기만한 곳이 없는 건 사실입니다
새우도 제일 큰 거 넣어주고요
위.생.만 신경써준다면 최고의 가게입니다
그리고 저는 늘 제일 매운맛을 먹는데 지금보다 더 매웠으면 좋겠습니다",5,5,5,5.0,2023-04-02 20:07:45,1,0,1130487
le**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(1단계（조금매운맛）),마유（얼얼한맛）선택(마유 소량 少麻),단무지 선택(단무지 黄萝卜 O),고기 추가 선택(소고기 牛肉 100g 추가),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(알배추 白菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(푸주 腐竹 추가),추가 선택(치즈떡 芝士年糕（4개）추가),추가 선택(넓적당면 宽粉 추가),꼬치 추가 선택(비앤나 小香肠（8알）추가),꼬치 추가 선택(햄 火腿 추가),꼬치 추가 선택(（NEW）새우완탕 1개 추가))",마라샹궈 땡길때 먹기 좋은것같아요!! 맛있게 잘먹었습니당,5,5,5,0.0,2023-03-26 20:10:35,1,1,1130487
po**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(2단계（중간매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 X),고기 추가 선택(양고기 羊肉 200g 추가),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(감자 土豆 추가),추가 선택(팽이버섯 金针菇 x 2 추가),추가 선택(목이버섯 黑木耳 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(넓적당면 宽粉 x 2 추가),추가 선택(실면 龙须粉丝 추가))",양도 정말 많고 맛있어요! 가성비 최고에요!! 자주 시켜먹을듯!,5,5,5,5.0,2023-03-25 11:52:27,1,0,1130487
gr**,"1인 : 마라탕＋꿔바러우/1(매운맛단계 선택(3단계（중독자들즐기는맛）),땅콩소스（마라탕육수에 기본）맛 선택(땅콩소스 정상 正常 （추천）),마유（얼얼한맛）선택(마유 많이 加麻),단무지 선택(단무지 黄萝卜 O),소스 추가 선택(매운소스（고추기름）추가))",맛있게 잘 먹었습니다,5,5,5,0.0,2023-03-18 09:15:24,1,1,1130487
ha**,"[10월ㄹi부이벤 소&]셀프마라탕（추천）自选/1(매운맛단계 선택(0.5단계),땅콩소스（마라탕육수에 기본）맛 선택(땅콩소스 정상 正常 （추천）),마유（얼얼한맛）선택(기본 마유 正常 （추천）),단무지 선택(단무지 黄萝卜 O),추가 선택(숙주나물 绿豆芽 추가),추가 선택(느타리 姬菇 추가),추가 선택(두부피 豆腐皮 x2 추가),추가 선택(치즈떡 芝士年糕（4개）추가),꼬치 추가 선택(두부모양피쉬볼 鱼豆腐（6알）추가),꼬치 추가 선택(유부꼬치 油豆腐（3조각）추가)),꿔바러우 锅包肉/1(사이즈 선택(小))",양도많고 맛이 있어요! 잘먹었습니다~!,5,5,5,5.0,2023-03-11 16:26:33,1,0,1130487
gi**,"1인 : 마라탕＋꿔바러우/1(매운맛단계 선택(0.5단계),땅콩소스（마라탕육수에 기본）맛 선택(땅콩소스 정상 正常 （추천）),마유（얼얼한맛）선택(마유 소량 少麻),단무지 선택(단무지 黄萝卜 X),고기 추가 선택(소고기 牛肉 100g 추가))",소고기 추가했는데 안 넣어주셨어요ㅠ,3,4,3,5.0,2023-02-20 19:47:40,1,1,1130487
lj**,"1인 : 마라샹궈＋꿔바러우/1(매운맛단계 선택(1단계（조금매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 O))","인간적으로 배달로 먹은 마라샹궈 중에 맛과 양 가성비 모두 가장 훌륭했습니다... 꿔버로우 배달로 오는데도 겉바속촉 유지되는거 반칙이에요 진짜로다가

땅콩소스 찍어먹는용으로 추가됐으면 좋겠어요 사장님 😆😆 자주 시켜먹을게용",5,5,5,5.0,2023-02-15 22:07:20,1,0,1130487
dl**,"[10월ㄹi부이벤 중]셀프마라샹궈（추천）自选/1(매운맛단계 선택(1단계（조금매운맛）),마유（얼얼한맛）선택(마유 기본 基本 （추천）),단무지 선택(단무지 黄萝卜 X),추가 선택(숙주나물 绿豆芽 추가),추가 선택(청경채 油菜 추가),추가 선택(팽이버섯 金针菇 추가),추가 선택(목이버섯 黑木耳 추가),추가 선택(백목이버섯 银耳 추가),추가 선택(새송이버섯 杏鲍菇 추가),추가 선택(건두부 干豆腐 추가),추가 선택(푸주 腐竹 추가),추가 선택(두부피 豆腐皮 추가),추가 선택(얼린두부 冻豆腐（5개）추가),추가 선택(실면 龙须粉丝 추가),꼬치 추가 선택(탈각새우（4마리）추가))","언제나 맛있어요~
깔끔하고 양도 많아요",5,5,5,5.0,2023-02-09 23:42:07,1,0,1130487
